Dataset,MajorityClass,Forest,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRR_M_R,Cropland,36,527,0,330,132,228,98,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRR_M_R,Wetland,23,446,0,0,271,154,732,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRR_M_R,Bareland,7,118,0,32,0,156,149,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRR_M_R,Built-up,26,114,0,106,147,0,143,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRR_M_R,Forest,0,529,0,686,211,268,383,20,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRR_M_R,Non_Water,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRR_M_R,Water,87,373,0,648,232,369,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRR_M_R,Permanent_ice_and_snow,0,0,0,8,27,3,8,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRR_M_R,Wetland,0,0,0,0,0,0,128,0,3333,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRR_M_R,Grassland,0,0,0,99,0,0,29,0,1228,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRR_M_R,Forest,0,0,0,165,0,0,73,0,1630,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRR_M_R,Bareland,0,0,0,134,0,0,21,0,342,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRR_M_R,Built-up,0,0,0,66,0,0,17,0,485,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRR_M_R,Water,0,0,0,452,0,0,0,0,1442,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRR_M_R,Shrubland,0,0,0,0,0,0,0,0,54,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRR_M_R,Cropland,0,0,0,30,0,0,2,0,841,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,18,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRR_M_R,Grassland,91,0,122,150,172,64,32,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRR_M_R,Non_Wetland,1,7,3,6,3,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRR_M_R,Wetland,70,600,82,0,296,28,191,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRR_M_R,Built-up,12,178,20,119,309,0,21,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRR_M_R,Forest,0,564,47,476,261,119,110,29,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRR_M_R,Water,126,130,34,688,450,143,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRR_M_R,Shrubland,3,17,5,6,21,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRR_M_R,Cropland,57,432,0,84,182,106,15,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRR_M_R,Bareland,1,47,4,3,0,30,7,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRR_M_R,Permanent_ice_and_snow,0,1,0,0,58,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRR_M_R,Water,0,0,0,0,0,0,0,0,0,633,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRR_M_R,Grassland,0,0,0,0,0,0,405,0,0,69,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRR_M_R,Wetland,0,0,0,0,0,0,1036,0,0,300,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRR_M_R,Bareland,0,0,0,0,0,0,269,0,0,80,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRR_M_R,Shrubland,0,0,0,0,0,0,17,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRR_M_R,Cropland,0,0,0,0,0,0,218,0,0,35,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRR_M_R,Built-up,0,0,0,0,0,0,147,0,0,59,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRR_M_R,Forest,0,0,0,0,0,0,368,0,0,144,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRR_M_R,Grassland,335,0,719,99,73,379,29,664,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRR_M_R,Wetland,456,5,589,0,134,437,128,903,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRR_M_R,Bareland,42,0,396,146,0,385,25,262,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRR_M_R,Built-up,80,4,277,68,27,0,17,215,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRR_M_R,Water,340,2,518,484,255,516,0,624,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRR_M_R,Forest,0,40,597,165,64,382,74,656,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRR_M_R,Cropland,149,0,0,30,7,234,2,296,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRR_M_R,Permanent_ice_and_snow,5,0,33,0,1,23,0,21,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRR_M_R,Grassland,170,0,661,332,9,265,144,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRR_M_R,Wetland,298,0,579,0,7,278,425,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRR_M_R,Bareland,81,0,98,122,0,229,163,0,0,0,0,33
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRR_M_R,Forest,0,0,425,264,3,386,350,0,0,0,0,18
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRR_M_R,Built-up,27,0,109,17,23,0,51,0,0,0,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRR_M_R,Water,107,0,281,419,40,392,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRR_M_R,Cropland,26,0,0,74,5,106,22,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRR_M_R,Permanent_ice_and_snow,10,0,0,8,2,17,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRR_M_R,Wetland,972,436,184,0,129,0,504,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRR_M_R,Built-up,292,133,141,64,103,0,146,0,0,0,0,29
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRR_M_R,Water,579,125,24,257,135,0,0,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRR_M_R,Forest,0,118,69,63,49,0,125,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRR_M_R,Cropland,263,186,0,89,73,0,84,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRR_M_R,Bareland,49,21,26,36,0,0,65,0,0,0,0,97
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRR_M_R,Grassland,273,0,108,141,80,0,96,0,0,0,0,15
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRR_M_R,Shrubland,5,0,0,0,1,0,0,0,0,0,0,0
