Dataset,MajorityClass,Forest,Built-up,Wetland,Bareland,Cropland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWT_M_R,Grassland,21,84,510,405,18,52,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWT_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWT_M_R,Water,37,48,1182,586,0,0,108,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWT_M_R,Shrubland,0,5,27,29,3,6,17,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWT_M_R,Bareland,0,8,188,0,4,44,25,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWT_M_R,Built-up,0,0,140,239,5,41,85,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWT_M_R,Lichens_and_Mosses,0,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWT_M_R,Cropland,2,18,47,73,0,3,28,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWT_M_R,Permanent_ice_and_snow,0,0,23,59,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWT_M_R,Grassland,0,0,0,0,0,327,0,0,0,44,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWT_M_R,Wetland,0,0,0,0,0,1364,0,0,0,521,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWT_M_R,Bareland,0,0,0,0,0,426,0,0,0,70,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWT_M_R,Shrubland,0,0,0,0,0,12,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWT_M_R,Built-up,0,0,0,0,0,138,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWT_M_R,Water,0,0,0,0,0,0,0,0,0,425,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWT_M_R,Forest,0,0,0,0,0,377,0,0,0,96,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWT_M_R,Cropland,0,0,0,0,0,6,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWT_M_R,Permanent_ice_and_snow,0,0,0,0,0,6,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWT_M_R,Grassland,149,153,98,173,13,25,0,449,0,0,34,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWT_M_R,Forest,0,162,251,285,25,88,357,495,0,0,28,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWT_M_R,Wetland,126,118,0,303,3,139,134,390,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWT_M_R,Bareland,95,234,142,0,12,44,109,333,0,0,59,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWT_M_R,Built-up,37,0,51,34,0,12,58,178,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWT_M_R,Water,128,196,636,346,0,0,86,412,0,0,12,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWT_M_R,Cropland,15,20,3,8,0,0,25,67,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWT_M_R,Permanent_ice_and_snow,1,14,1,4,0,0,2,40,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWT_M_R,Grassland,229,300,243,33,211,122,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWT_M_R,Forest,0,332,238,10,100,280,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWT_M_R,Wetland,310,397,0,164,158,499,0,0,0,0,0,3
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWT_M_R,Bareland,110,172,87,0,31,217,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWT_M_R,Built-up,18,0,4,4,14,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWT_M_R,Water,136,186,445,229,39,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWT_M_R,Shrubland,1,6,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWT_M_R,Cropland,5,6,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWT_M_R,Permanent_ice_and_snow,2,24,1,6,1,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWT_M_R,Wetland,874,0,0,231,208,420,479,0,0,0,0,263
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWT_M_R,Forest,0,0,2,41,126,12,72,0,0,0,0,15
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWT_M_R,Bareland,139,0,9,0,32,38,25,0,0,0,0,114
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWT_M_R,Water,571,0,132,309,46,0,157,0,0,0,0,161
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWT_M_R,Built-up,99,0,2,26,53,7,17,0,0,0,0,36
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWT_M_R,Grassland,331,0,32,59,141,34,0,0,0,0,0,69
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWT_M_R,Shrubland,5,0,0,0,0,0,0,0,0,0,0,2
