Dataset,MajorityClass,Grassland,Cropland,Forest,Built-up,Water,Wetland,Bareland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBA_M_R,Cropland,0,0,0,0,5,0,0,0,277,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBA_M_R,Built-up,0,0,0,0,2,1,0,0,48,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBA_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBA_M_R,Grassland,0,86,91,30,77,277,86,85,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBA_M_R,Non_Wetland,4,1,3,1,2,21,4,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBA_M_R,Forest,198,77,0,35,118,399,187,138,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBA_M_R,Wetland,31,18,96,0,113,0,21,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBA_M_R,Bareland,36,34,4,1,7,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBA_M_R,Non_Water,0,1,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBA_M_R,Water,42,31,121,29,0,456,214,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBA_M_R,Shrubland,29,11,7,4,4,41,14,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBA_M_R,Built-up,34,19,11,0,2,28,62,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBA_M_R,Cropland,149,0,66,50,22,117,141,45,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBA_M_R,Lichens_and_Mosses,0,0,0,0,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBA_M_R,Grassland,0,0,0,0,247,0,0,0,0,101,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBA_M_R,Water,0,0,0,0,0,0,0,0,0,397,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBA_M_R,Wetland,0,0,0,0,316,0,0,0,0,150,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBA_M_R,Shrubland,0,0,0,0,15,0,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBA_M_R,Cropland,0,0,0,0,64,0,0,0,0,39,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBA_M_R,Bareland,0,0,0,0,36,0,0,0,0,38,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBA_M_R,Built-up,0,0,0,0,14,0,0,0,0,14,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBA_M_R,Forest,0,0,0,0,213,0,0,0,0,125,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBA_M_R,Grassland,0,348,273,109,35,54,74,309,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBA_M_R,Wetland,35,135,200,27,30,0,67,145,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBA_M_R,Built-up,4,33,6,0,2,1,0,20,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBA_M_R,Forest,116,349,0,118,39,78,66,259,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBA_M_R,Cropland,37,0,103,72,5,0,16,120,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBA_M_R,Bareland,2,137,41,101,11,20,0,31,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBA_M_R,Water,31,302,271,113,0,146,115,174,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBA_M_R,Shrubland,4,5,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBA_M_R,Wetland,205,87,273,0,160,0,33,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBA_M_R,Forest,109,99,0,0,77,25,13,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBA_M_R,Shrubland,17,21,36,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBA_M_R,Cropland,53,0,60,0,13,5,21,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBA_M_R,Water,144,75,251,0,0,92,31,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBA_M_R,Built-up,31,55,46,0,35,3,16,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBA_M_R,Bareland,18,30,39,0,21,2,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBA_M_R,Grassland,0,160,173,0,51,37,16,0,0,0,0,2
