Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUF_M_R
6150,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6151,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6152,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6153,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6154,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6155,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6156,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6157,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6158,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6159,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6160,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6161,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6162,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6163,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
6164,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6165,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
6166,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6167,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6168,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
6169,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6170,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6171,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6172,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6173,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6174,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6175,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
6176,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6177,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6178,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6179,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6180,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
6181,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6182,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6183,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6184,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
6185,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
6186,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6187,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6188,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
6189,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6190,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
6191,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6192,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
6193,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6194,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6195,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
6196,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6197,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6198,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6199,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6200,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6201,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6202,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6203,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6204,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
6205,Wetland,NULL,Water,NULL,Water,NULL,Wetland,Grassland
6206,Wetland,NULL,Water,NULL,Water,NULL,Wetland,Wetland
6207,Wetland,NULL,Water,NULL,Water,NULL,Wetland,Water
6208,Wetland,NULL,Water,NULL,Water,NULL,Wetland,Forest
6209,Wetland,NULL,Water,NULL,Water,NULL,Water,Water
6210,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
6211,Wetland,NULL,Water,NULL,Water,Water,Grassland,Grassland
6212,Wetland,NULL,Water,NULL,Water,Water,Wetland,Water
6213,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
6214,Wetland,NULL,Water,Water,Water,NULL,Wetland,Grassland
6215,Wetland,NULL,Water,Water,Water,NULL,Wetland,Water
6216,Wetland,NULL,Water,Water,Water,NULL,Water,Grassland
6217,Wetland,NULL,Water,Water,Water,NULL,Water,Wetland
6218,Wetland,NULL,Water,Water,Water,NULL,Water,Water
6219,Wetland,NULL,Water,Water,Water,NULL,Water,Forest
6220,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
6221,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
6222,Wetland,NULL,Water,Water,Water,Water,Water,Water
6223,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6224,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6225,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6226,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6227,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6228,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6229,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
6230,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6231,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6232,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
6233,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
6234,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6235,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6236,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6237,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
6238,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6239,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6240,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6241,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6242,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6243,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6244,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6245,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6246,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
6247,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6248,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6249,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6250,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6251,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6252,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6253,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6254,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6255,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6256,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6257,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6258,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
6259,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
6260,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6261,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6262,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6263,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6264,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6265,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6266,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6267,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
6268,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
6269,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
6270,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6271,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6272,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6273,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
6274,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6275,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
6276,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
6277,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
6278,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6279,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6280,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6281,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6282,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6283,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6284,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6285,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6286,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6287,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6288,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6289,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6290,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
6291,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
6292,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6293,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6294,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
6295,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6296,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6297,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6298,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
6299,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
6300,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
6301,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6302,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6303,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6304,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6305,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6306,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6307,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
6308,Wetland,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
6309,Wetland,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
6310,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6311,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6312,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6313,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6314,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6315,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
6316,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
6317,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6318,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6319,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6320,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6321,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6322,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6323,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6324,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6325,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6326,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6327,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6328,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6329,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6330,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6331,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6332,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6333,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6334,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6335,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6336,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6337,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6338,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
6339,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6340,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
6341,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6342,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
6343,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6344,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6345,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6346,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6347,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6348,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
6349,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6350,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6351,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6352,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6353,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6354,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6355,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
6356,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6357,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6358,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6359,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
6360,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
6361,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
6362,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
6363,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
6364,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
6365,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6366,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
6367,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6368,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
6369,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6370,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
6371,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6372,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6373,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6374,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6375,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6376,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6377,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6378,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
6379,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6380,Wetland,Cropland,Grassland,Water,Non_Wetland,Water,Water,Water
6381,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6382,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6383,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6384,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6385,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6386,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6387,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6388,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
6389,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6390,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6391,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6392,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6393,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6394,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6395,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6396,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6397,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6398,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6399,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6400,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6401,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6402,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6403,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6404,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6405,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6406,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6407,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6408,Wetland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6409,Wetland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6410,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6411,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6412,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
6413,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
6414,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6415,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6416,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6417,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6418,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6419,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6420,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6421,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6422,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6423,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6424,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
6425,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6426,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6427,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6428,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6429,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
6430,Wetland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
6431,Wetland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
6432,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6433,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
6434,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6435,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
6436,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
6437,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
6438,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6439,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6440,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Water
6441,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
6442,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6443,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6444,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6445,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
6446,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
6447,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
6448,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
6449,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
6450,Wetland,Cropland,Wetland,Water,Wetland,NULL,Wetland,Grassland
6451,Wetland,Cropland,Wetland,Water,Wetland,NULL,Wetland,Wetland
6452,Wetland,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
6453,Wetland,Cropland,Wetland,Water,Wetland,NULL,Water,Water
6454,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
6455,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
6456,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
6457,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Water
6458,Wetland,Cropland,Wetland,Water,Wetland,Forest,Wetland,Grassland
6459,Wetland,Cropland,Water,NULL,Water,NULL,Wetland,Water
6460,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
6461,Wetland,Cropland,Water,Non_Water,Water,NULL,Wetland,Water
6462,Wetland,Cropland,Water,Non_Water,Water,NULL,Water,Wetland
6463,Wetland,Cropland,Water,Non_Water,Water,NULL,Water,Water
6464,Wetland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
6465,Wetland,Cropland,Water,Non_Water,Water,Water,Wetland,Wetland
6466,Wetland,Cropland,Water,Water,Water,NULL,Wetland,Wetland
6467,Wetland,Cropland,Water,Water,Water,NULL,Wetland,Water
6468,Wetland,Cropland,Water,Water,Water,NULL,Water,Wetland
6469,Wetland,Cropland,Water,Water,Water,NULL,Water,Water
6470,Wetland,Cropland,Water,Water,Water,Wetland,NULL,Water
6471,Wetland,Cropland,Water,Water,Water,Water,NULL,Water
6472,Wetland,Cropland,Water,Water,Water,Water,Wetland,Wetland
6473,Wetland,Cropland,Water,Water,Water,Water,Wetland,Water
