Dataset,MajorityClass,Forest,Wetland,Bareland,Built-up,Water,Cropland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNR_M_R,Forest,0,422,149,7,315,0,473,56,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNR_M_R,Non_Water,0,0,1,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNR_M_R,Wetland,16,0,6,0,119,0,41,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNR_M_R,Shrubland,8,5,2,0,13,0,13,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNR_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNR_M_R,Permanent_ice_and_snow,9,7,0,0,17,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNR_M_R,Grassland,0,24,0,0,8,0,0,0,299,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNR_M_R,Wetland,0,0,0,0,0,0,0,0,98,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNR_M_R,Forest,0,227,0,0,75,0,0,0,662,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNR_M_R,Bareland,0,7,0,0,3,0,0,0,100,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNR_M_R,Water,0,259,0,0,0,0,0,0,232,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNR_M_R,Shrubland,0,0,0,0,0,0,0,0,26,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNR_M_R,Cropland,0,0,0,0,0,0,0,0,15,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNR_M_R,Built-up,0,0,0,0,0,0,0,0,25,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,30,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNR_M_R,Non_Wetland,0,15,3,0,1,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNR_M_R,Forest,0,330,250,18,260,27,633,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNR_M_R,Grassland,27,157,252,37,83,65,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNR_M_R,Non_Water,0,0,1,0,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNR_M_R,Water,119,75,149,12,0,8,388,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNR_M_R,Shrubland,0,19,13,1,2,5,12,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNR_M_R,Wetland,13,0,28,0,75,6,110,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNR_M_R,Cropland,3,11,62,7,5,0,60,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNR_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNR_M_R,Bareland,0,45,0,0,25,9,61,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNR_M_R,Built-up,0,17,34,0,0,5,35,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNR_M_R,Permanent_ice_and_snow,0,23,19,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNR_M_R,Grassland,0,0,0,0,90,0,0,0,0,84,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNR_M_R,Bareland,0,0,0,0,22,0,0,0,0,39,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNR_M_R,Water,0,0,0,0,0,0,0,0,0,292,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNR_M_R,Forest,0,0,0,0,241,0,0,0,0,224,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNR_M_R,Shrubland,0,0,0,0,0,0,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNR_M_R,Wetland,0,0,0,0,100,0,0,0,0,63,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNR_M_R,Built-up,0,0,0,0,3,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNR_M_R,Cropland,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNR_M_R,Forest,0,227,228,78,75,122,241,296,0,0,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNR_M_R,Grassland,118,24,80,121,8,170,0,197,0,0,33,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNR_M_R,Wetland,8,0,10,8,0,3,16,38,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNR_M_R,Bareland,11,7,0,58,3,34,32,67,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNR_M_R,Water,139,259,193,67,0,48,175,217,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNR_M_R,Built-up,6,0,1,0,0,24,4,16,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNR_M_R,Cropland,26,0,0,15,0,0,11,21,0,0,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNR_M_R,Permanent_ice_and_snow,0,0,1,11,0,3,1,17,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNR_M_R,Grassland,98,13,19,74,129,257,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNR_M_R,Forest,0,42,4,78,422,101,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNR_M_R,Bareland,3,1,0,10,16,60,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNR_M_R,Wetland,55,0,11,8,57,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNR_M_R,Built-up,0,0,1,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNR_M_R,Water,76,38,51,2,0,29,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNR_M_R,Cropland,2,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNR_M_R,Permanent_ice_and_snow,0,0,0,0,3,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNR_M_R,Cropland,14,0,54,0,3,0,24,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNR_M_R,Forest,0,3,31,0,38,25,23,0,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNR_M_R,Bareland,20,2,0,0,5,5,3,0,0,0,0,24
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNR_M_R,Wetland,179,0,17,0,14,10,4,0,0,0,0,17
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNR_M_R,Water,477,38,73,0,0,14,5,0,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNR_M_R,Grassland,257,19,93,0,87,52,0,0,0,0,0,75
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNR_M_R,Shrubland,4,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNR_M_R,Built-up,25,0,3,0,0,5,0,0,0,0,0,4
