Dataset,MajorityClass,Wetland,Grassland,Forest,Bareland,Built-up,Water,Shrubland,Cropland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTE_M_R,Forest,266,285,0,115,13,76,102,96,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTE_M_R,Water,230,258,70,58,0,0,7,37,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTE_M_R,Cropland,91,45,7,30,8,6,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTE_M_R,Built-up,16,21,0,25,0,1,0,13,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTE_M_R,Bareland,19,40,0,0,0,35,0,36,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTE_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTE_M_R,Wetland,0,0,0,0,0,54,0,0,608,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTE_M_R,Shrubland,0,0,0,0,0,0,0,0,75,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTE_M_R,Grassland,62,0,0,0,0,14,0,0,484,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTE_M_R,Cropland,6,0,0,0,0,1,0,0,250,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTE_M_R,Forest,152,0,0,0,0,58,0,0,548,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTE_M_R,Bareland,2,0,0,0,0,8,0,0,145,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTE_M_R,Water,241,0,0,0,0,0,0,0,340,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTE_M_R,Built-up,0,0,0,0,0,0,0,0,34,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTE_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTE_M_R,Grassland,62,0,232,0,96,14,551,78,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTE_M_R,Wetland,0,5,185,0,13,54,348,51,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTE_M_R,Forest,152,22,0,4,53,58,431,34,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTE_M_R,Cropland,6,42,112,0,27,1,238,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTE_M_R,Bareland,2,58,52,0,18,8,190,20,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTE_M_R,Built-up,0,12,19,0,0,0,48,2,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTE_M_R,Water,241,19,247,0,10,0,527,34,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTE_M_R,Shrubland,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTE_M_R,Permanent_ice_and_snow,0,1,7,0,2,0,20,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTE_M_R,Shrubland,0,0,0,0,0,18,0,0,0,6,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTE_M_R,Grassland,0,0,0,0,0,185,0,0,0,38,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTE_M_R,Wetland,0,0,0,0,0,424,0,0,0,144,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTE_M_R,Bareland,0,0,0,0,0,71,0,0,0,22,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTE_M_R,Built-up,0,0,0,0,0,3,0,0,0,2,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTE_M_R,Water,0,0,0,0,0,0,0,0,0,317,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTE_M_R,Forest,0,0,0,0,0,226,0,0,0,119,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTE_M_R,Cropland,0,0,0,0,0,58,0,0,0,4,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTE_M_R,Permanent_ice_and_snow,0,0,0,0,0,3,0,0,0,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTE_M_R,Shrubland,0,0,4,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTE_M_R,Grassland,63,0,49,9,64,84,0,248,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTE_M_R,Wetland,0,0,89,1,13,185,0,137,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTE_M_R,Bareland,8,0,10,0,11,26,0,50,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTE_M_R,Built-up,0,0,1,1,0,0,0,12,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTE_M_R,Water,103,0,61,50,12,0,0,73,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTE_M_R,Forest,71,0,0,0,63,228,0,57,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTE_M_R,Cropland,12,0,7,0,4,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTE_M_R,Permanent_ice_and_snow,2,0,4,1,2,1,0,1,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTE_M_R,Shrubland,2,5,18,6,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTE_M_R,Cropland,13,38,24,126,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTE_M_R,Wetland,0,152,195,139,0,148,0,74,0,0,32
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTE_M_R,Bareland,1,1,2,0,0,0,0,1,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTE_M_R,Forest,25,42,0,36,0,66,0,29,0,0,22
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTE_M_R,Water,103,56,154,163,0,0,0,23,0,0,29
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTE_M_R,Built-up,0,5,28,10,0,5,0,21,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTE_M_R,Grassland,40,0,101,157,0,42,0,65,0,0,1
