Dataset,MajorityClass,Cropland,Bareland,Built-up,Water,Forest,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLR_M_R,Permanent_ice_and_snow,6,0,0,0,2,1,12,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLR_M_R,Grassland,0,0,0,21,0,33,0,0,306,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLR_M_R,Wetland,0,0,0,7,0,0,0,0,467,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLR_M_R,Forest,0,0,0,103,0,160,0,0,1147,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLR_M_R,Shrubland,0,0,0,0,0,0,0,0,30,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLR_M_R,Water,0,0,0,0,0,328,0,0,684,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLR_M_R,Cropland,0,0,0,18,0,27,0,0,277,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLR_M_R,Bareland,0,0,0,17,0,17,0,0,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLR_M_R,Built-up,0,0,0,16,0,20,0,0,108,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLR_M_R,Grassland,0,0,0,121,0,0,0,0,0,84,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLR_M_R,Bareland,0,0,0,59,0,0,0,0,0,44,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLR_M_R,Shrubland,0,0,0,6,0,0,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLR_M_R,Water,0,0,0,0,0,0,0,0,0,778,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLR_M_R,Wetland,0,0,0,106,0,0,0,0,0,171,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLR_M_R,Cropland,0,0,0,98,0,0,0,0,0,67,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLR_M_R,Built-up,0,0,0,63,0,0,0,0,0,53,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLR_M_R,Forest,0,0,0,305,0,0,0,0,0,272,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLR_M_R,Grassland,559,133,168,21,252,33,0,518,0,0,18,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLR_M_R,Wetland,83,23,7,7,102,0,0,138,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLR_M_R,Bareland,391,0,271,17,51,17,0,214,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLR_M_R,Built-up,352,52,0,16,101,20,4,251,0,0,15,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLR_M_R,Forest,728,254,220,103,0,160,97,762,0,0,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLR_M_R,Cropland,0,43,226,18,179,27,25,414,0,0,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLR_M_R,Water,700,447,198,0,411,328,31,504,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLR_M_R,Permanent_ice_and_snow,21,0,5,0,7,0,0,26,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLR_M_R,Grassland,597,21,334,119,175,34,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLR_M_R,Bareland,206,0,222,69,49,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLR_M_R,Built-up,149,17,0,21,24,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLR_M_R,Forest,697,10,514,461,0,154,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLR_M_R,Wetland,139,0,23,106,50,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLR_M_R,Shrubland,12,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLR_M_R,Water,603,9,403,0,164,173,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLR_M_R,Cropland,0,32,288,55,88,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLR_M_R,Permanent_ice_and_snow,11,3,41,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLR_M_R,Water,51,30,0,0,675,132,105,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLR_M_R,Forest,111,89,0,118,0,19,128,0,0,0,0,29
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLR_M_R,Cropland,0,189,0,129,305,33,263,0,0,0,0,92
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLR_M_R,Wetland,13,1,0,96,260,0,64,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLR_M_R,Bareland,16,0,0,35,70,16,18,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLR_M_R,Built-up,167,125,0,134,276,5,136,0,0,0,0,49
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLR_M_R,Grassland,93,85,0,77,215,16,0,0,0,0,0,77
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLR_M_R,Shrubland,1,0,0,0,6,0,0,0,0,0,0,0
