Dataset,MajorityClass,Grassland,Wetland,Bareland,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Built-up,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMM_M_R,Forest,0,0,0,43,0,0,20,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMM_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMM_M_R,Water,34,36,18,0,44,0,0,92,11,14,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMM_M_R,Cropland,1,0,0,0,2,0,0,10,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMM_M_R,Wetland,6,0,3,2,9,0,0,35,2,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMM_M_R,Bareland,14,4,0,6,13,0,0,36,17,18,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMM_M_R,Built-up,2,0,2,0,2,0,0,8,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMM_M_R,Forest,34,21,25,9,0,0,0,64,20,19,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMM_M_R,Grassland,0,2,0,0,7,0,0,14,1,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMM_M_R,Permanent_ice_and_snow,4,0,5,0,3,0,0,15,2,4,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMM_M_R,Grassland,0,5,1,8,10,0,0,0,0,11,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMM_M_R,Bareland,0,6,0,7,16,0,0,0,0,15,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMM_M_R,Water,0,36,25,0,28,0,0,0,0,7,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMM_M_R,Wetland,0,0,1,15,8,0,0,0,0,3,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMM_M_R,Forest,0,32,1,43,0,0,0,0,1,19,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMM_M_R,Cropland,0,1,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMM_M_R,Permanent_ice_and_snow,0,4,3,1,5,0,0,0,0,1,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMM_M_R,Wetland,2,0,5,22,28,0,0,0,1,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMM_M_R,Water,1,18,18,0,54,0,0,0,3,0,18
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMM_M_R,Forest,4,3,9,18,0,0,0,0,4,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMM_M_R,Grassland,0,3,4,5,10,0,0,0,1,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMM_M_R,Bareland,0,0,0,7,3,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMM_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
