Dataset,MajorityClass,Wetland,Water,Bareland,Built-up,Forest,Shrubland,Grassland,Cropland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEH_M_R,Grassland,207,31,71,13,0,0,0,61,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEH_M_R,Bareland,33,6,0,4,0,0,25,10,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEH_M_R,Forest,458,74,141,23,0,0,184,70,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEH_M_R,Cropland,83,5,61,7,0,0,59,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEH_M_R,Built-up,71,0,47,0,3,0,10,10,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEH_M_R,Permanent_ice_and_snow,4,1,4,2,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEH_M_R,Grassland,0,67,0,0,0,0,0,0,0,15,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEH_M_R,Wetland,0,1027,0,0,0,0,0,0,0,543,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEH_M_R,Shrubland,0,1,0,0,0,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEH_M_R,Bareland,0,37,0,0,0,0,0,0,0,11,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEH_M_R,Built-up,0,7,0,0,0,0,0,0,0,3,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEH_M_R,Water,0,0,0,0,0,0,0,0,0,392,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEH_M_R,Forest,0,121,0,0,0,0,0,0,0,82,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEH_M_R,Cropland,0,29,0,0,0,0,0,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEH_M_R,Wetland,0,201,2,29,628,864,226,38,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEH_M_R,Grassland,12,7,0,19,122,257,0,11,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEH_M_R,Cropland,2,3,2,0,51,157,18,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEH_M_R,Bareland,21,2,0,16,30,148,10,4,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEH_M_R,Forest,215,58,0,19,0,318,72,15,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEH_M_R,Built-up,13,1,0,0,31,101,21,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEH_M_R,Water,581,0,5,13,370,422,57,4,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEH_M_R,Permanent_ice_and_snow,0,0,0,0,2,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEH_M_R,Wetland,0,405,13,63,538,0,0,539,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEH_M_R,Grassland,75,20,0,37,94,0,0,91,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEH_M_R,Bareland,18,49,0,13,12,0,0,45,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEH_M_R,Forest,93,126,0,77,0,0,0,68,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEH_M_R,Water,474,0,41,35,215,0,0,186,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEH_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEH_M_R,Cropland,15,1,0,3,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEH_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEH_M_R,Wetland,0,682,353,0,769,0,583,343,0,0,154
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEH_M_R,Bareland,2,18,0,0,3,0,3,2,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEH_M_R,Water,215,0,135,0,347,0,197,65,0,0,36
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEH_M_R,Forest,13,184,35,0,0,0,68,45,0,0,53
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEH_M_R,Built-up,0,62,8,0,21,0,11,9,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEH_M_R,Cropland,4,7,11,0,12,0,8,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEH_M_R,Grassland,10,44,24,0,59,0,0,32,0,0,15
