Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Built-up,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKE_M_R,Wetland,94,0,0,12,0,219,0,273,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKE_M_R,Bareland,197,0,0,22,14,65,5,135,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKE_M_R,Built-up,116,0,74,11,0,10,1,144,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKE_M_R,Water,492,0,34,168,6,0,95,605,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKE_M_R,Forest,563,0,206,0,32,415,274,1071,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKE_M_R,Non_Water,1,0,0,0,0,1,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKE_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKE_M_R,Non_Wetland,2,0,4,2,0,0,15,5,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKE_M_R,Grassland,0,58,139,83,10,43,122,273,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKE_M_R,Wetland,66,0,62,9,0,64,0,125,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKE_M_R,Water,345,10,609,181,3,0,305,531,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKE_M_R,Forest,624,117,568,0,57,124,473,912,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKE_M_R,Bareland,111,15,0,12,8,8,5,40,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKE_M_R,Non_Water,0,0,0,0,0,2,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKE_M_R,Shrubland,131,17,118,31,16,20,58,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKE_M_R,Built-up,137,2,96,15,0,1,4,101,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKE_M_R,Cropland,585,0,298,139,40,25,90,318,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKE_M_R,Shrubland,0,0,0,0,0,0,0,0,317,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKE_M_R,Wetland,0,0,0,0,0,43,0,0,600,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKE_M_R,Grassland,0,0,0,0,0,64,30,0,344,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKE_M_R,Forest,0,0,0,0,0,159,147,0,888,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKE_M_R,Bareland,0,0,0,0,0,49,7,0,33,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKE_M_R,Water,0,0,0,0,0,0,218,0,380,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKE_M_R,Cropland,0,0,0,0,0,60,4,0,215,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKE_M_R,Built-up,0,0,0,0,0,6,1,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKE_M_R,Grassland,0,0,0,0,0,153,0,0,0,85,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKE_M_R,Bareland,0,0,0,0,0,34,0,0,0,18,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKE_M_R,Shrubland,0,0,0,0,0,79,0,0,0,42,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKE_M_R,Water,0,0,0,0,0,0,0,0,0,545,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKE_M_R,Cropland,0,0,0,0,0,109,0,0,0,47,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKE_M_R,Wetland,0,0,0,0,0,96,0,0,0,66,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKE_M_R,Built-up,0,0,0,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKE_M_R,Forest,0,0,0,0,0,276,0,0,0,238,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKE_M_R,Grassland,0,485,36,358,80,64,30,540,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKE_M_R,Bareland,1,216,0,93,88,49,7,249,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKE_M_R,Water,3,402,84,407,34,0,218,547,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKE_M_R,Forest,160,606,57,0,78,159,147,725,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKE_M_R,Wetland,1,111,10,162,3,43,0,162,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKE_M_R,Built-up,9,137,5,41,0,6,1,118,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKE_M_R,Cropland,38,0,17,292,70,60,4,426,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKE_M_R,Shrubland,11,62,8,45,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKE_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKE_M_R,Grassland,0,528,3,156,99,65,47,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKE_M_R,Shrubland,0,187,0,91,92,71,47,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKE_M_R,Bareland,0,215,0,14,97,26,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKE_M_R,Forest,0,476,0,0,219,448,43,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKE_M_R,Wetland,0,81,0,36,4,73,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKE_M_R,Built-up,0,12,1,1,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKE_M_R,Water,0,262,20,74,21,0,51,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKE_M_R,Cropland,0,0,3,79,60,11,11,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKE_M_R,Forest,145,131,117,0,0,91,42,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKE_M_R,Shrubland,108,87,81,283,0,84,72,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKE_M_R,Cropland,155,0,290,184,0,76,64,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKE_M_R,Wetland,32,2,4,101,0,27,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKE_M_R,Bareland,13,24,0,34,0,26,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKE_M_R,Water,85,16,90,448,0,0,215,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKE_M_R,Built-up,3,23,33,83,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKE_M_R,Grassland,0,106,129,225,0,98,71,0,0,0,11
