Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTS_M_R,Wetland,0,0,0,0,0,0,15,0,0,11,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTS_M_R,Bareland,0,0,0,0,0,0,96,0,0,46,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTS_M_R,Built-up,0,0,0,0,0,0,4,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTS_M_R,Water,0,0,0,0,0,0,0,0,0,131,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTS_M_R,Forest,0,0,0,0,0,0,96,0,0,47,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTS_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,2,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTS_M_R,Water,45,72,48,0,70,31,0,70,0,0,115,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTS_M_R,Cropland,34,0,0,0,25,17,0,28,0,0,46,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTS_M_R,Wetland,1,0,0,0,0,0,0,1,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTS_M_R,Bareland,44,66,21,0,0,42,11,41,0,0,79,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTS_M_R,Built-up,11,10,0,0,9,0,0,8,0,0,15,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTS_M_R,Forest,46,70,27,0,52,32,12,0,0,0,88,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTS_M_R,Grassland,0,12,0,0,7,5,1,18,0,0,28,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTS_M_R,Permanent_ice_and_snow,9,8,0,0,9,4,0,5,0,0,22,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTS_M_R,Grassland,0,15,0,0,17,16,11,26,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTS_M_R,Bareland,0,16,0,0,0,27,53,27,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTS_M_R,Built-up,0,3,0,0,5,0,2,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTS_M_R,Water,0,4,0,0,96,21,0,62,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTS_M_R,Forest,0,19,3,0,52,30,60,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTS_M_R,Cropland,0,0,0,0,19,24,9,20,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTS_M_R,Wetland,0,0,0,0,8,3,7,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTS_M_R,Permanent_ice_and_snow,0,0,0,0,6,8,9,9,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTS_M_R,Cropland,6,0,0,0,5,0,0,8,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTS_M_R,Wetland,1,3,0,0,11,0,4,9,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTS_M_R,Bareland,2,10,0,0,0,0,22,22,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTS_M_R,Built-up,3,7,0,0,10,0,5,8,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTS_M_R,Water,4,22,1,0,64,0,0,65,0,0,0,23
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTS_M_R,Forest,19,22,3,0,20,0,21,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTS_M_R,Grassland,0,6,0,0,9,0,4,7,0,0,0,4
