Dataset,MajorityClass,Forest,Built-up,Water,Wetland,Bareland,Grassland,Non_Water,Shrubland,Cropland,Lichens_and_Mosses,Non_Wetland
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYQ_M_R,Shrubland,0,3,1,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYQ_M_R,Cropland,0,8,10,0,1,27,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYQ_M_R,Lichens_and_Mosses,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYQ_M_R,Bareland,0,4,69,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYQ_M_R,Water,64,51,0,0,11,278,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYQ_M_R,Built-up,0,0,8,0,1,19,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYQ_M_R,Wetland,0,0,0,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYQ_M_R,Grassland,0,0,38,0,0,0,77,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYQ_M_R,Water,0,0,0,0,0,0,467,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYQ_M_R,Bareland,0,0,28,0,0,0,50,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYQ_M_R,Forest,0,0,260,0,0,0,304,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYQ_M_R,Built-up,0,0,7,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYQ_M_R,Wetland,0,0,3,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYQ_M_R,Cropland,0,0,1,0,0,0,8,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYQ_M_R,Grassland,102,23,7,1,8,0,0,36,53,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYQ_M_R,Forest,0,77,105,59,101,207,0,133,79,50,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYQ_M_R,Water,271,45,0,62,97,191,0,111,25,44,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYQ_M_R,Bareland,18,16,7,2,0,32,0,11,1,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYQ_M_R,Cropland,19,0,0,0,1,10,0,5,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYQ_M_R,Built-up,16,0,2,2,2,19,0,14,16,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYQ_M_R,Grassland,0,0,7,1,0,0,0,0,0,0,26
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYQ_M_R,Water,0,0,0,62,0,0,0,0,0,0,77
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYQ_M_R,Forest,0,0,105,59,0,0,0,0,0,0,140
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYQ_M_R,Built-up,0,0,2,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYQ_M_R,Cropland,0,0,0,0,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYQ_M_R,Bareland,0,0,7,2,0,0,0,0,0,0,14
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYQ_M_R,Grassland,96,82,72,0,6,0,0,0,54,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYQ_M_R,Water,184,42,0,0,109,0,0,0,47,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYQ_M_R,Forest,0,102,338,0,14,0,0,0,58,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYQ_M_R,Bareland,21,4,19,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYQ_M_R,Wetland,5,0,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYQ_M_R,Cropland,6,8,9,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYQ_M_R,Forest,0,0,63,1,26,27,0,0,77,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYQ_M_R,Built-up,4,0,4,0,0,1,0,0,5,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYQ_M_R,Water,438,0,0,0,268,8,0,0,106,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYQ_M_R,Bareland,5,0,0,0,0,1,0,0,2,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYQ_M_R,Grassland,146,0,29,0,30,0,0,0,60,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYQ_M_R,Wetland,8,0,0,0,1,0,0,0,0,0,0
