Dataset,MajorityClass,Forest,Bareland,Built-up,Cropland,Wetland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVJ_M_R,Built-up,17,53,0,0,13,3,61,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVJ_M_R,Water,61,11,0,0,197,0,419,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVJ_M_R,Forest,0,128,29,0,447,158,633,109,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVJ_M_R,Wetland,8,3,0,0,0,27,74,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVJ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVJ_M_R,Grassland,37,234,23,79,78,34,0,43,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVJ_M_R,Non_Wetland,0,2,0,0,8,1,4,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVJ_M_R,Forest,0,354,7,65,264,188,579,144,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVJ_M_R,Wetland,4,54,0,0,0,46,65,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVJ_M_R,Shrubland,1,18,0,11,12,1,32,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVJ_M_R,Bareland,0,0,1,7,6,4,40,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVJ_M_R,Built-up,2,103,0,14,1,1,77,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVJ_M_R,Water,22,234,0,2,137,0,219,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVJ_M_R,Cropland,14,147,8,0,20,7,222,15,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVJ_M_R,Lichens_and_Mosses,0,2,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVJ_M_R,Grassland,0,0,0,0,50,36,0,0,193,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVJ_M_R,Wetland,0,0,0,0,0,2,0,0,53,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVJ_M_R,Forest,0,0,0,0,166,86,0,0,606,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVJ_M_R,Water,0,0,0,0,203,0,0,0,181,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVJ_M_R,Shrubland,0,0,0,0,0,0,0,0,24,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVJ_M_R,Bareland,0,0,0,0,2,5,0,0,21,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVJ_M_R,Cropland,0,0,0,0,2,9,0,0,91,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVJ_M_R,Built-up,0,0,0,0,0,0,0,0,14,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVJ_M_R,Grassland,0,0,0,0,0,31,0,0,0,42,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVJ_M_R,Bareland,0,0,0,0,0,16,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVJ_M_R,Shrubland,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVJ_M_R,Wetland,0,0,0,0,0,31,0,0,0,40,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVJ_M_R,Built-up,0,0,0,0,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVJ_M_R,Forest,0,0,0,0,0,97,0,0,0,101,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVJ_M_R,Water,0,0,0,0,0,0,0,0,0,195,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVJ_M_R,Cropland,0,0,0,0,0,0,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVJ_M_R,Grassland,183,40,96,238,50,36,0,335,0,0,50,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVJ_M_R,Forest,0,83,64,224,166,86,55,373,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVJ_M_R,Wetland,6,0,1,1,0,2,0,23,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVJ_M_R,Bareland,19,0,56,90,2,5,1,71,0,0,12,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVJ_M_R,Cropland,71,3,29,0,2,9,13,114,0,0,21,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVJ_M_R,Built-up,2,0,0,59,0,0,6,42,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVJ_M_R,Water,134,61,19,88,203,0,14,191,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVJ_M_R,Shrubland,6,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVJ_M_R,Grassland,115,13,89,376,1,103,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVJ_M_R,Wetland,38,0,2,20,0,78,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVJ_M_R,Bareland,11,0,54,60,0,20,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVJ_M_R,Forest,0,1,82,225,9,268,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVJ_M_R,Shrubland,5,0,0,17,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVJ_M_R,Built-up,3,4,0,13,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVJ_M_R,Water,57,0,7,54,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVJ_M_R,Cropland,13,2,19,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVJ_M_R,Forest,0,74,0,88,3,28,55,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVJ_M_R,Shrubland,28,9,0,14,0,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVJ_M_R,Cropland,45,68,0,0,0,6,40,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVJ_M_R,Bareland,27,0,0,4,0,10,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVJ_M_R,Wetland,147,1,0,6,0,35,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVJ_M_R,Built-up,42,21,0,12,0,3,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVJ_M_R,Water,338,10,0,6,19,0,9,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVJ_M_R,Grassland,205,94,0,95,9,75,0,0,0,0,0,1
