Dataset,MajorityClass,Grassland,Cropland,Built-up,Forest,Bareland,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNU_M_R,Non_Water,4,0,1,0,3,3,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNU_M_R,Shrubland,118,9,42,43,90,34,97,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNU_M_R,Cropland,972,0,311,295,456,186,492,250,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNU_M_R,Lichens_and_Mosses,2,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNU_M_R,Permanent_ice_and_snow,4,0,0,0,6,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNU_M_R,Grassland,0,0,0,0,0,327,0,0,0,220,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNU_M_R,Water,0,0,0,0,0,0,0,0,0,1304,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNU_M_R,Bareland,0,0,0,0,0,352,0,0,0,147,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNU_M_R,Forest,0,0,0,0,0,636,0,0,0,516,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNU_M_R,Wetland,0,0,0,0,0,284,0,0,0,368,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNU_M_R,Shrubland,0,0,0,0,0,48,0,0,0,30,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNU_M_R,Built-up,0,0,0,0,0,143,0,0,0,107,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNU_M_R,Cropland,0,0,0,0,0,189,0,0,0,134,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNU_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNU_M_R,Grassland,0,834,303,446,98,32,123,961,0,0,18,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNU_M_R,Wetland,7,144,41,248,26,15,0,491,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNU_M_R,Bareland,10,717,542,197,0,65,75,645,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNU_M_R,Built-up,32,464,0,213,36,36,76,629,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNU_M_R,Water,17,933,484,616,437,0,607,1472,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNU_M_R,Forest,181,1411,832,0,222,161,391,2098,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNU_M_R,Cropland,56,0,294,378,13,10,63,881,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNU_M_R,Shrubland,0,13,12,10,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNU_M_R,Permanent_ice_and_snow,0,8,2,1,0,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNU_M_R,Grassland,0,1085,380,246,24,207,67,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNU_M_R,Bareland,0,357,453,164,0,295,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNU_M_R,Water,0,890,559,184,79,0,117,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNU_M_R,Forest,0,1438,1207,0,21,764,196,0,0,0,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNU_M_R,Shrubland,0,196,107,62,0,18,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNU_M_R,Wetland,0,421,149,105,0,204,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNU_M_R,Built-up,0,226,0,82,39,61,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNU_M_R,Cropland,0,0,238,134,6,44,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNU_M_R,Permanent_ice_and_snow,0,1,0,1,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNU_M_R,Wetland,216,85,0,587,70,232,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNU_M_R,Forest,236,209,0,0,255,189,23,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNU_M_R,Cropland,206,0,0,363,223,94,10,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNU_M_R,Water,224,104,0,1120,284,0,122,0,0,0,0,33
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNU_M_R,Bareland,15,40,0,216,0,132,6,0,0,0,0,43
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNU_M_R,Built-up,119,300,0,665,316,230,3,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNU_M_R,Shrubland,44,55,0,220,58,24,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNU_M_R,Grassland,0,193,0,402,256,150,29,0,0,0,0,13
