Dataset,MajorityClass,Forest,Wetland,Built-up,Bareland,Grassland,Water,Cropland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21NZA_M_R,Built-up,7,0,0,0,13,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NZA_M_R,Forest,0,9,1,15,198,81,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NZA_M_R,Cropland,0,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZA_M_R,Forest,0,152,0,0,0,52,0,366,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZA_M_R,Water,0,180,0,0,0,0,0,141,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZA_M_R,Shrubland,0,0,0,0,0,0,0,15,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZA_M_R,Grassland,0,3,0,0,0,0,0,30,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZA_M_R,Wetland,0,0,0,0,0,4,0,40,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZA_M_R,Bareland,0,3,0,0,0,5,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZA_M_R,Built-up,0,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZA_M_R,Cropland,0,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZA_M_R,Water,0,0,0,0,0,0,0,0,138,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZA_M_R,Shrubland,0,0,0,0,0,1,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZA_M_R,Wetland,0,0,0,0,0,38,0,0,48,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZA_M_R,Forest,0,0,0,0,0,113,0,0,85,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZA_M_R,Bareland,0,0,0,0,0,6,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZA_M_R,Grassland,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZA_M_R,Grassland,19,3,3,0,0,0,0,0,0,40,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZA_M_R,Wetland,12,0,2,5,0,4,0,0,0,14,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZA_M_R,Forest,0,152,51,74,56,52,1,0,0,176,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZA_M_R,Bareland,41,3,5,0,5,5,0,0,0,31,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZA_M_R,Water,132,180,34,49,15,0,0,0,0,64,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZA_M_R,Built-up,5,0,0,0,1,0,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZA_M_R,Cropland,0,0,0,0,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZA_M_R,Water,54,106,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZA_M_R,Forest,0,127,11,1,0,248,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZA_M_R,Bareland,22,0,11,0,0,19,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZA_M_R,Grassland,18,0,4,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZA_M_R,Wetland,29,0,2,0,0,56,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZA_M_R,Wetland,112,0,0,4,13,27,1,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZA_M_R,Forest,0,16,0,19,28,63,10,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZA_M_R,Bareland,16,0,0,0,0,8,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZA_M_R,Grassland,22,1,0,1,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZA_M_R,Water,226,65,0,10,0,0,1,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZA_M_R,Built-up,3,0,0,0,0,0,0,0,0,0,0,0
