Dataset,MajorityClass,Grassland,Bareland,Built-up,Water,Forest,Cropland,Wetland,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKG_M_R,Grassland,0,129,6,30,11,56,36,207,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKG_M_R,Wetland,28,318,0,38,2,0,0,141,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKG_M_R,Forest,461,607,25,116,0,92,245,794,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKG_M_R,Non_Water,0,1,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKG_M_R,Bareland,71,0,1,12,2,20,4,36,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKG_M_R,Water,187,793,0,0,169,1,315,601,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKG_M_R,Shrubland,95,131,13,22,16,18,40,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKG_M_R,Built-up,63,58,0,2,0,4,0,51,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKG_M_R,Cropland,258,146,18,5,10,0,4,138,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKG_M_R,Permanent_ice_and_snow,7,5,0,0,0,0,1,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKG_M_R,Bareland,0,0,0,48,0,0,0,0,0,59,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKG_M_R,Grassland,0,0,0,110,0,0,0,0,0,34,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKG_M_R,Shrubland,0,0,0,97,0,0,0,0,0,35,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKG_M_R,Wetland,0,0,0,144,0,0,0,0,0,106,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKG_M_R,Cropland,0,0,0,22,0,0,0,0,0,8,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKG_M_R,Water,0,0,0,0,0,0,0,0,0,515,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKG_M_R,Forest,0,0,0,266,0,0,0,0,0,200,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKG_M_R,Built-up,0,0,0,1,0,0,0,0,0,2,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKG_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKG_M_R,Grassland,0,23,46,31,268,340,15,371,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKG_M_R,Wetland,0,14,1,56,208,33,0,177,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKG_M_R,Bareland,0,0,29,31,79,229,24,215,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKG_M_R,Water,1,87,18,0,408,302,266,567,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKG_M_R,Forest,105,48,53,142,0,479,121,524,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKG_M_R,Cropland,10,1,10,2,140,0,0,197,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKG_M_R,Built-up,3,1,0,1,28,97,1,69,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKG_M_R,Shrubland,6,10,11,0,46,62,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKG_M_R,Permanent_ice_and_snow,0,0,0,0,0,12,0,6,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKG_M_R,Grassland,0,0,60,53,150,250,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKG_M_R,Forest,0,2,90,420,0,214,43,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKG_M_R,Shrubland,0,0,50,76,95,78,20,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKG_M_R,Bareland,0,0,43,93,49,54,10,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKG_M_R,Wetland,0,0,1,93,65,19,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKG_M_R,Water,0,7,11,0,68,15,89,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKG_M_R,Cropland,0,0,30,3,38,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKG_M_R,Permanent_ice_and_snow,0,0,0,1,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKG_M_R,Forest,89,72,0,65,0,66,20,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKG_M_R,Shrubland,79,56,0,72,210,46,48,0,0,0,16
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKG_M_R,Wetland,42,3,0,78,151,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKG_M_R,Water,62,67,0,0,475,2,112,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKG_M_R,Cropland,50,93,0,4,52,0,1,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKG_M_R,Bareland,4,0,0,11,55,8,1,0,0,0,27
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKG_M_R,Built-up,3,3,0,0,22,9,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKG_M_R,Grassland,0,88,0,64,125,74,35,0,0,0,32
