Dataset,MajorityClass,Wetland,Grassland,Forest,Water,Bareland,Built-up,Non_Wetland,Shrubland,Cropland,Lichens_and_Mosses,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMD_M_R,Grassland,0,0,0,2,0,0,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMD_M_R,Bareland,0,0,0,8,0,0,0,0,0,0,2,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMD_M_R,Forest,0,0,0,72,0,0,0,0,0,0,48,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMD_M_R,Water,216,0,23,0,55,23,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMD_M_R,Forest,91,0,0,134,2,72,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMD_M_R,Wetland,0,0,76,84,13,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMD_M_R,Grassland,2,0,3,1,0,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMD_M_R,Bareland,1,0,0,4,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMD_M_R,Built-up,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMD_M_R,Forest,1,9,0,3,0,0,0,0,14,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMD_M_R,Wetland,0,13,314,101,19,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMD_M_R,Water,35,2,321,0,65,0,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMD_M_R,Grassland,2,0,31,3,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMD_M_R,Built-up,0,0,42,4,14,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMD_M_R,Bareland,0,0,4,0,0,0,0,0,0,0,0,0
