Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFG_M_R,Cropland,36,0,18,20,9,2,18,0,0,55,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFG_M_R,Wetland,55,4,0,7,10,8,33,0,0,50,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFG_M_R,Bareland,45,9,38,0,15,4,14,0,0,61,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFG_M_R,Built-up,11,5,3,8,0,1,5,0,0,19,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFG_M_R,Forest,79,27,41,30,34,14,0,0,0,82,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFG_M_R,Grassland,0,30,17,31,25,5,36,0,0,62,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFG_M_R,Permanent_ice_and_snow,2,0,0,1,0,0,0,0,0,5,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFG_M_R,Grassland,0,68,55,12,31,45,42,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFG_M_R,Water,0,44,74,52,34,0,30,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFG_M_R,Wetland,0,46,0,39,53,71,60,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFG_M_R,Bareland,0,29,9,0,16,28,10,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFG_M_R,Built-up,0,1,1,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFG_M_R,Forest,0,44,52,8,41,46,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFG_M_R,Cropland,0,0,5,1,10,1,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFG_M_R,Permanent_ice_and_snow,0,1,0,2,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFG_M_R,Water,63,20,45,65,0,0,77,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFG_M_R,Cropland,17,0,1,5,0,2,14,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFG_M_R,Wetland,73,37,0,66,0,53,71,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFG_M_R,Bareland,10,4,2,0,0,6,7,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFG_M_R,Built-up,5,5,3,7,0,0,10,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFG_M_R,Forest,26,10,16,11,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFG_M_R,Grassland,0,10,11,14,0,7,15,0,0,0,3
