Dataset,MajorityClass,Forest,Wetland,Bareland,Built-up,Cropland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFC_M_R,Wetland,0,0,0,0,0,47,0,0,381,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFC_M_R,Forest,0,319,0,0,0,93,0,0,1049,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFC_M_R,Bareland,0,57,0,0,0,2,0,0,214,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFC_M_R,Water,0,397,0,0,0,0,0,0,350,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFC_M_R,Shrubland,0,0,0,0,0,0,0,0,43,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFC_M_R,Built-up,0,60,0,0,0,10,0,0,154,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFC_M_R,Cropland,0,6,0,0,0,0,0,0,94,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFC_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,21,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,Wetland,48,0,263,8,33,205,287,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,Non_Wetland,0,14,5,0,2,1,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,Bareland,1,66,0,8,14,9,109,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,Forest,0,483,527,94,75,181,571,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,Grassland,36,230,227,43,48,20,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,Non_Water,0,0,1,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,Water,130,371,315,12,4,0,197,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,Shrubland,3,22,18,4,7,2,15,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,Built-up,8,86,167,0,13,17,72,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,Cropland,3,23,59,3,0,1,30,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,Permanent_ice_and_snow,0,5,13,0,3,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFC_M_R,Grassland,0,0,0,0,0,50,0,0,0,20,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFC_M_R,Bareland,0,0,0,0,0,51,0,0,0,57,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFC_M_R,Wetland,0,0,0,0,0,354,0,0,0,240,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFC_M_R,Shrubland,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFC_M_R,Built-up,0,0,0,0,0,56,0,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFC_M_R,Water,0,0,0,0,0,0,0,0,0,309,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFC_M_R,Forest,0,0,0,0,0,227,0,0,0,153,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFC_M_R,Grassland,156,58,71,49,2,2,0,203,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFC_M_R,Forest,0,367,192,136,3,141,395,332,0,0,12,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFC_M_R,Wetland,73,0,66,24,0,48,40,100,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFC_M_R,Bareland,46,57,0,67,0,2,105,112,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFC_M_R,Built-up,45,62,18,0,0,10,85,79,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFC_M_R,Water,130,447,107,78,0,0,114,131,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFC_M_R,Cropland,40,6,9,10,0,0,35,46,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFC_M_R,Permanent_ice_and_snow,4,0,0,2,0,0,2,6,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFC_M_R,Grassland,164,17,13,196,195,59,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFC_M_R,Forest,0,59,3,356,136,313,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFC_M_R,Wetland,239,0,13,215,41,221,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFC_M_R,Bareland,31,9,0,138,33,29,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFC_M_R,Built-up,14,0,1,0,4,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFC_M_R,Water,171,92,21,138,6,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFC_M_R,Shrubland,1,0,0,5,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFC_M_R,Cropland,6,0,0,10,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFC_M_R,Permanent_ice_and_snow,0,0,1,8,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFC_M_R,Forest,0,5,52,0,131,31,64,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFC_M_R,Wetland,580,0,101,0,94,184,97,0,0,0,0,38
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFC_M_R,Water,487,75,38,0,2,0,18,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFC_M_R,Built-up,81,0,16,0,15,6,1,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFC_M_R,Grassland,240,20,93,0,136,40,0,0,0,0,0,56
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFC_M_R,Bareland,30,4,0,0,13,4,0,0,0,0,0,40
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFC_M_R,Shrubland,6,0,0,0,2,0,0,0,0,0,0,0
