Dataset,MajorityClass,Grassland,Forest,Wetland,Bareland,Built-up,Water,Cropland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTF_M_R,Cropland,190,60,9,66,23,16,0,42,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTF_M_R,Permanent_ice_and_snow,2,1,0,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTF_M_R,Grassland,0,117,59,106,28,84,0,57,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTF_M_R,Forest,430,0,155,251,53,332,0,106,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTF_M_R,Non_Wetland,1,0,5,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTF_M_R,Bareland,25,3,0,0,24,4,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTF_M_R,Built-up,103,25,0,82,0,3,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTF_M_R,Non_Water,0,0,0,1,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTF_M_R,Water,122,153,23,73,28,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTF_M_R,Shrubland,18,14,9,28,9,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTF_M_R,Cropland,152,65,4,64,27,10,0,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTF_M_R,Wetland,20,8,0,18,3,20,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTF_M_R,Grassland,0,0,57,0,0,12,0,0,179,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTF_M_R,Wetland,0,0,0,0,0,0,0,0,70,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTF_M_R,Forest,0,0,137,0,0,65,0,0,386,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTF_M_R,Shrubland,0,0,0,0,0,0,0,0,17,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTF_M_R,Cropland,0,0,0,0,0,0,0,0,13,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTF_M_R,Water,0,0,194,0,0,0,0,0,131,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTF_M_R,Built-up,0,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTF_M_R,Bareland,0,0,1,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTF_M_R,Grassland,0,0,0,0,0,138,0,0,0,73,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTF_M_R,Water,0,0,0,0,0,0,0,0,0,412,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTF_M_R,Shrubland,0,0,0,0,0,19,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTF_M_R,Bareland,0,0,0,0,0,6,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTF_M_R,Forest,0,0,0,0,0,276,0,0,0,207,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTF_M_R,Built-up,0,0,0,0,0,22,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTF_M_R,Cropland,0,0,0,0,0,3,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTF_M_R,Wetland,0,0,0,0,0,26,0,0,0,23,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTF_M_R,Grassland,0,228,57,32,59,12,363,347,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTF_M_R,Bareland,5,30,1,0,35,0,113,69,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTF_M_R,Built-up,20,49,0,1,0,0,137,102,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTF_M_R,Forest,155,0,137,55,105,65,470,601,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTF_M_R,Wetland,2,8,0,0,0,0,22,19,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTF_M_R,Water,28,263,194,83,67,0,300,395,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTF_M_R,Shrubland,0,1,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTF_M_R,Cropland,7,66,0,1,9,0,0,82,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTF_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,1,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTF_M_R,Grassland,0,158,0,10,144,95,155,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTF_M_R,Forest,0,0,15,2,277,252,178,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTF_M_R,Shrubland,0,8,0,0,1,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTF_M_R,Bareland,0,10,0,0,45,7,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTF_M_R,Built-up,0,5,0,0,0,1,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTF_M_R,Water,0,92,5,4,32,0,17,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTF_M_R,Cropland,0,22,0,1,32,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTF_M_R,Wetland,0,4,0,0,6,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTF_M_R,Permanent_ice_and_snow,0,0,0,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTF_M_R,Water,67,340,47,10,0,0,3,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTF_M_R,Forest,140,0,27,43,0,96,116,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTF_M_R,Shrubland,5,19,0,0,0,1,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTF_M_R,Wetland,14,48,0,1,0,10,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTF_M_R,Bareland,4,14,3,0,0,3,5,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTF_M_R,Cropland,10,19,0,12,0,6,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTF_M_R,Built-up,13,111,0,20,0,15,33,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTF_M_R,Grassland,0,195,38,60,0,80,88,0,0,0,0,12
