Dataset,MajorityClass,Forest,Bareland,Built-up,Water,Grassland,Wetland,Shrubland,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUN_M_R,Bareland,0,0,0,126,0,0,0,0,37,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUN_M_R,Shrubland,0,0,0,4,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUN_M_R,Water,0,0,0,0,0,0,0,0,204,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUN_M_R,Wetland,0,0,0,169,0,0,0,0,108,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUN_M_R,Cropland,0,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUN_M_R,Built-up,0,0,0,4,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUN_M_R,Forest,0,0,0,141,0,0,0,0,114,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUN_M_R,Grassland,97,49,69,6,0,40,118,0,0,125,21,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUN_M_R,Forest,0,202,76,44,97,327,242,0,0,119,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUN_M_R,Wetland,37,10,4,1,2,0,29,0,0,10,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUN_M_R,Bareland,44,0,42,13,25,88,53,0,0,107,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUN_M_R,Water,114,101,21,0,7,400,78,0,0,30,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUN_M_R,Shrubland,4,8,6,0,1,0,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUN_M_R,Cropland,1,1,5,0,1,0,11,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUN_M_R,Built-up,4,0,0,0,0,0,6,0,0,11,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUN_M_R,Permanent_ice_and_snow,0,0,2,0,0,0,0,0,0,8,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUN_M_R,Grassland,58,17,85,22,0,25,0,0,0,111,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUN_M_R,Forest,0,4,93,314,0,95,0,0,0,47,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUN_M_R,Bareland,63,0,43,68,0,0,0,0,0,8,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUN_M_R,Built-up,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUN_M_R,Shrubland,15,2,23,8,0,1,0,0,0,1,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUN_M_R,Wetland,90,54,15,154,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUN_M_R,Water,30,72,15,0,0,55,0,0,0,1,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUN_M_R,Cropland,0,2,2,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUN_M_R,Permanent_ice_and_snow,1,0,1,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUN_M_R,Wetland,335,60,0,69,36,0,0,0,0,9,0,18
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUN_M_R,Forest,0,11,0,20,23,3,0,0,0,24,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUN_M_R,Shrubland,44,8,0,0,6,4,0,0,0,15,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUN_M_R,Water,316,128,0,0,6,21,0,0,0,9,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUN_M_R,Grassland,151,64,0,12,0,2,0,0,0,51,0,40
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUN_M_R,Bareland,80,0,0,43,0,2,0,0,0,7,0,30
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUN_M_R,Built-up,7,9,0,0,0,0,0,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUN_M_R,Cropland,3,0,0,0,0,0,0,0,0,0,0,0
