Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Non_Wetland,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQB_M_R,Wetland,2,9,1,3,1,2,0,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQB_M_R,Built-up,9,9,7,0,0,4,0,0,0,4,1
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQB_M_R,Water,30,53,37,31,0,29,32,0,0,47,17
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQB_M_R,Forest,34,48,30,30,17,0,21,0,0,44,15
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQB_M_R,Grassland,0,12,3,4,2,11,1,0,0,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQB_M_R,Bareland,28,28,0,27,3,19,6,0,0,28,12
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQB_M_R,Grassland,0,37,0,7,2,12,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQB_M_R,Wetland,0,29,0,2,7,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQB_M_R,Bareland,0,77,0,28,26,20,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQB_M_R,Built-up,0,4,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQB_M_R,Water,0,108,4,12,0,23,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQB_M_R,Forest,0,70,1,27,25,0,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQB_M_R,Cropland,0,0,0,22,10,23,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQB_M_R,Cropland,13,0,19,0,9,16,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQB_M_R,Forest,7,18,19,0,17,0,10,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQB_M_R,Wetland,2,14,14,0,15,11,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQB_M_R,Bareland,1,3,0,0,7,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQB_M_R,Water,1,15,14,0,0,23,7,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQB_M_R,Grassland,0,6,8,0,4,5,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQB_M_R,Built-up,0,9,10,0,3,8,0,0,0,0,0
