Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NZF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NZF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NZF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NZF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NZF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NZF_M_R
28,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
29,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
30,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
31,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
32,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
33,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
34,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
35,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
36,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
37,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
38,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
39,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
40,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
41,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
42,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
43,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
44,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
45,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
46,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
47,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
48,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
49,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
50,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
51,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
52,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
53,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
54,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
55,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
56,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
57,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
58,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
59,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
60,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
61,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
62,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
63,Wetland,Water,Water,Water,Water,NULL,NULL,Water
64,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
65,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
66,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
67,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
68,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
69,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
70,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
71,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
72,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
73,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
74,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
75,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
76,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
77,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
78,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
79,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
80,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
81,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
82,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
83,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
84,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
85,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
86,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
87,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
88,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
89,Water,Wetland,Water,Water,Water,NULL,NULL,Water
90,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
91,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
92,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
93,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
94,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
95,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
96,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
97,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
98,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
99,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
100,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
101,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
102,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
103,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
104,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
105,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
106,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
107,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
108,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
109,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
110,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
111,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
112,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
113,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
114,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
115,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
116,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
117,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
118,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
119,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
120,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
121,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
122,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
123,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
124,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
125,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
126,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
127,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
128,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
129,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
130,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
131,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
132,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
133,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
134,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
135,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
136,Water,Water,Water,NULL,Water,NULL,NULL,Water
137,Water,Water,Water,NULL,Water,NULL,NULL,Forest
138,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
139,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
140,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
141,Water,Water,Water,Water,Water,NULL,NULL,Grassland
142,Water,Water,Water,Water,Water,NULL,NULL,Water
143,Water,Water,Water,Water,Water,NULL,NULL,Forest
144,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
145,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
146,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
147,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
148,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
149,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
150,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
151,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
152,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
153,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
154,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
155,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
156,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
157,Water,Forest,Water,NULL,Water,NULL,NULL,Water
158,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
159,Water,Forest,Water,Water,Water,NULL,NULL,Forest
160,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
161,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
162,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
163,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
164,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
165,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
166,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
167,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
168,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
169,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
170,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
171,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
172,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
173,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
174,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
175,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
176,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
177,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
178,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
179,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
180,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
181,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
182,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
183,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
184,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
185,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
186,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
187,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
188,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
189,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
190,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
191,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
192,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
193,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
194,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
195,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
196,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
197,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
198,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
199,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
200,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
201,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
202,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
203,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
204,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
205,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
206,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
207,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
208,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
209,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
210,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
211,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
212,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
213,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
214,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
215,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
216,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
217,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
218,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
219,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
220,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
221,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
222,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
223,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
224,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
225,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
226,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
227,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
228,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
229,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
230,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
231,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
232,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
233,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
234,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
235,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
236,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
237,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
238,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
239,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
240,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
241,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
242,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
243,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
244,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
245,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
246,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
247,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
248,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
249,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
250,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
251,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
252,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
253,Forest,Water,Water,NULL,Water,NULL,NULL,Water
254,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
255,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
256,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
257,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
258,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
259,Forest,Water,Water,Water,Water,NULL,NULL,Water
260,Forest,Water,Water,Water,Water,NULL,NULL,Forest
261,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
262,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
263,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
264,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
265,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
266,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
267,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
268,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
269,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
270,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
271,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
272,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
273,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
274,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
275,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
276,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
277,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
278,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
279,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
280,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
281,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
282,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
283,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
284,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
285,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
286,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
287,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
288,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
289,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
290,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
291,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
292,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
293,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
294,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
295,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
296,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
297,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
298,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
299,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
300,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
301,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
302,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
303,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
304,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
305,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
306,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
307,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
308,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
309,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
310,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
311,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
312,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
313,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
314,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
315,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
316,Forest,Forest,Water,Water,Water,NULL,NULL,Water
317,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
318,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
319,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
320,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
321,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
322,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
323,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
324,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
325,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
326,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
327,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
