Dataset,MajorityClass,Forest,Bareland,Built-up,Cropland,Wetland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKS_M_R,Permanent_ice_and_snow,0,1,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKS_M_R,Grassland,0,0,0,0,0,177,0,0,0,64,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKS_M_R,Bareland,0,0,0,0,0,54,0,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKS_M_R,Shrubland,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKS_M_R,Wetland,0,0,0,0,0,179,0,0,0,167,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKS_M_R,Water,0,0,0,0,0,0,0,0,0,259,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKS_M_R,Forest,0,0,0,0,0,186,0,0,0,127,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKS_M_R,Cropland,0,0,0,0,0,19,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKS_M_R,Built-up,0,0,0,0,0,12,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKS_M_R,Grassland,220,130,85,9,139,22,0,310,0,0,20,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKS_M_R,Forest,0,268,80,2,330,115,508,305,0,0,54,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKS_M_R,Cropland,106,44,56,0,13,3,195,151,0,0,26,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKS_M_R,Built-up,24,22,0,0,21,0,95,73,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKS_M_R,Wetland,99,67,2,0,0,28,67,46,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKS_M_R,Bareland,88,0,90,0,17,9,218,164,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKS_M_R,Water,221,241,36,0,399,0,265,177,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKS_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKS_M_R,Forest,0,12,141,383,186,382,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKS_M_R,Grassland,258,40,144,571,134,239,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKS_M_R,Bareland,89,0,92,175,6,95,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKS_M_R,Built-up,6,15,0,29,3,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKS_M_R,Water,73,6,18,107,177,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKS_M_R,Wetland,144,0,20,114,0,231,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKS_M_R,Cropland,22,20,11,0,1,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKS_M_R,Forest,0,180,0,129,53,65,111,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKS_M_R,Cropland,35,107,0,0,5,7,39,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKS_M_R,Bareland,66,0,0,8,8,20,7,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKS_M_R,Water,324,29,0,1,196,0,23,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKS_M_R,Built-up,53,67,0,26,1,7,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKS_M_R,Wetland,397,10,0,12,0,177,25,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKS_M_R,Grassland,375,197,0,134,165,144,0,0,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKS_M_R,Shrubland,0,1,0,0,0,0,0,0,0,0,0,0
