Dataset,MajorityClass,Forest,Bareland,Built-up,Wetland,Water,Cropland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRB_M_R,Wetland,161,487,89,0,972,0,582,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRB_M_R,Bareland,190,0,252,223,375,0,288,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRB_M_R,Built-up,121,283,0,156,159,0,173,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRB_M_R,Water,364,479,209,1140,0,0,669,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRB_M_R,Forest,0,646,336,1040,731,0,852,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRB_M_R,Non_Water,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRB_M_R,Shrubland,9,19,12,17,11,0,14,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRB_M_R,Lichens_and_Mosses,2,0,0,2,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRB_M_R,Permanent_ice_and_snow,0,1,0,8,1,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRB_M_R,Grassland,0,0,0,179,40,0,0,0,1530,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRB_M_R,Wetland,0,0,0,0,146,0,0,0,2055,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRB_M_R,Forest,0,0,0,442,130,0,0,0,2262,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRB_M_R,Bareland,0,0,0,86,20,0,0,0,467,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRB_M_R,Water,0,0,0,773,0,0,0,0,1871,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRB_M_R,Shrubland,0,0,0,0,0,0,0,0,46,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRB_M_R,Cropland,0,0,0,8,1,0,0,0,210,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRB_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRB_M_R,Built-up,0,0,0,95,22,0,0,0,437,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,9,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,Non_Wetland,0,4,1,14,4,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,Bareland,2,0,110,125,66,4,197,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,Forest,0,1078,355,1294,404,178,1069,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,Grassland,21,594,110,696,141,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,Non_Water,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,Water,39,1016,207,1490,0,26,542,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,Wetland,41,644,114,0,703,27,663,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,Shrubland,1,29,10,26,3,1,19,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,Built-up,13,463,0,210,82,9,207,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,Cropland,6,159,35,127,2,0,81,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,Lichens_and_Mosses,0,3,0,1,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRB_M_R,Permanent_ice_and_snow,0,13,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRB_M_R,Grassland,0,0,0,0,718,0,0,0,0,74,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRB_M_R,Wetland,0,0,0,0,1642,0,0,0,0,516,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRB_M_R,Forest,0,0,0,0,786,0,0,0,0,241,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRB_M_R,Bareland,0,0,0,0,444,0,0,0,0,62,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRB_M_R,Shrubland,0,0,0,0,22,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRB_M_R,Built-up,0,0,0,0,295,0,0,0,0,56,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRB_M_R,Water,0,0,0,0,0,0,0,0,0,622,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRB_M_R,Cropland,0,0,0,0,60,0,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRB_M_R,Permanent_ice_and_snow,0,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRB_M_R,Forest,0,556,493,442,130,107,479,771,0,0,77,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRB_M_R,Grassland,339,332,280,179,40,76,0,641,0,0,49,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRB_M_R,Wetland,305,412,286,0,146,31,201,450,0,0,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRB_M_R,Bareland,151,0,388,86,20,25,136,459,0,0,46,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRB_M_R,Water,431,655,525,773,0,6,306,734,0,0,14,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRB_M_R,Built-up,108,126,0,95,22,24,88,329,0,0,29,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRB_M_R,Cropland,63,28,48,8,1,0,27,139,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRB_M_R,Permanent_ice_and_snow,0,0,3,0,0,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRB_M_R,Grassland,285,36,495,463,224,489,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRB_M_R,Forest,0,77,754,495,549,298,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRB_M_R,Wetland,364,61,471,0,425,467,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRB_M_R,Bareland,177,0,381,117,122,161,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRB_M_R,Built-up,41,38,0,30,34,85,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRB_M_R,Water,285,301,615,795,0,211,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRB_M_R,Cropland,3,0,24,3,6,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRB_M_R,Permanent_ice_and_snow,0,0,8,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRB_M_R,Wetland,1181,133,0,0,693,335,535,0,0,0,0,15
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRB_M_R,Forest,0,167,0,11,112,167,101,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRB_M_R,Bareland,218,0,0,10,76,80,43,0,0,0,0,24
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRB_M_R,Built-up,337,153,0,21,81,108,36,0,0,0,0,20
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRB_M_R,Water,971,248,0,169,0,100,213,0,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRB_M_R,Grassland,516,110,0,73,141,178,0,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRB_M_R,Cropland,2,0,0,0,1,0,0,0,0,0,0,0
