Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDQ_M_R
7186,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7187,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7188,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7189,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
7190,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7191,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
7192,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7193,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7194,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7195,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7196,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7197,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7198,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7199,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7200,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7201,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7202,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
7203,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7204,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
7205,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7206,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7207,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7208,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
7209,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7210,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7211,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
7212,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
7213,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
7214,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7215,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
7216,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
7217,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7218,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
7219,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
7220,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
7221,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7222,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
7223,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7224,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7225,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
7226,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
7227,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
7228,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
7229,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
7230,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
7231,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7232,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7233,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
7234,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7235,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
7236,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7237,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7238,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
7239,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7240,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
7241,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
7242,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
7243,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
7244,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
7245,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
7246,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
7247,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7248,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
7249,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7250,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7251,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7252,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7253,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7254,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7255,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
7256,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
7257,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
7258,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7259,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7260,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
7261,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7262,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
7263,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7264,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
7265,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7266,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
7267,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
7268,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7269,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7270,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
7271,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
7272,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
7273,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
7274,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
7275,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
7276,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
7277,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7278,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7279,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7280,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
7281,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7282,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7283,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7284,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7285,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7286,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7287,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
7288,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
7289,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
7290,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7291,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7292,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7293,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7294,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7295,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
7296,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
7297,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7298,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
7299,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
7300,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
7301,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
7302,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
7303,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
7304,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
7305,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
7306,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
7307,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7308,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7309,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7310,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7311,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7312,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7313,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7314,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7315,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7316,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7317,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7318,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
7319,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7320,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7321,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7322,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7323,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
7324,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
7325,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7326,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7327,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7328,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7329,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7330,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7331,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7332,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7333,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7334,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7335,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7336,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7337,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7338,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7339,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7340,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7341,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7342,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7343,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7344,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7345,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7346,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7347,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7348,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7349,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
7350,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
7351,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7352,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7353,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7354,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
7355,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7356,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
7357,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
7358,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7359,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7360,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7361,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7362,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7363,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7364,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7365,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
7366,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7367,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7368,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7369,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
7370,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7371,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7372,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7373,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
7374,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7375,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7376,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
7377,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7378,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7379,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7380,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7381,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7382,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7383,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7384,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7385,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7386,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7387,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
7388,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
7389,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
7390,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
7391,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
7392,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
7393,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
7394,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
7395,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Bareland
7396,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
7397,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
7398,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
7399,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
7400,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Water
7401,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
7402,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
7403,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7404,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
7405,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
7406,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7407,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7408,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
7409,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
7410,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
7411,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
7412,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
7413,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
7414,Forest,NULL,Wetland,NULL,Wetland,Cropland,Forest,Forest
7415,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7416,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
7417,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7418,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
7419,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
7420,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
7421,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
7422,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
7423,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
7424,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
7425,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
7426,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
7427,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Water
7428,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
7429,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
7430,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
7431,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
7432,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
7433,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
7434,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7435,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
7436,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
7437,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
7438,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
7439,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
7440,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7441,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
7442,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7443,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
7444,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
7445,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
7446,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
7447,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7448,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
7449,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
7450,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
7451,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
7452,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
7453,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
7454,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
7455,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Bareland
7456,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
7457,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7458,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
7459,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
7460,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
7461,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
7462,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
7463,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
7464,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
7465,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
7466,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
7467,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7468,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
7469,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
7470,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
7471,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
7472,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
7473,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
7474,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
7475,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Wetland
7476,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Water
7477,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
7478,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7479,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7480,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
7481,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
7482,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7483,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
7484,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
7485,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
7486,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Water
7487,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
7488,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
7489,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
7490,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
7491,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
7492,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
7493,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Wetland,Water
7494,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Forest,Water
7495,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7496,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
7497,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7498,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7499,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
7500,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7501,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
7502,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7503,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
7504,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
7505,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7506,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7507,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7508,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
7509,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
7510,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
7511,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7512,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
7513,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
7514,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
7515,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
