Dataset,MajorityClass,Grassland,Bareland,Built-up,Forest,Wetland,Cropland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXM_M_R,Cropland,0,0,0,0,0,0,14,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXM_M_R,Forest,0,0,0,0,0,0,204,0,0,116,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXM_M_R,Water,0,0,0,0,0,0,0,0,0,321,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXM_M_R,Grassland,0,42,118,316,55,457,3,381,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXM_M_R,Wetland,54,34,85,277,0,174,65,237,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXM_M_R,Bareland,65,0,250,64,107,380,34,151,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXM_M_R,Built-up,134,29,0,138,76,303,4,214,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXM_M_R,Forest,504,97,240,0,248,736,38,696,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXM_M_R,Shrubland,7,2,0,17,0,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXM_M_R,Water,73,41,163,295,356,238,0,202,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXM_M_R,Cropland,51,4,11,76,0,0,0,100,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXM_M_R,Permanent_ice_and_snow,8,0,33,7,1,60,0,15,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXM_M_R,Grassland,0,12,351,382,111,338,49,0,0,0,0,12
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXM_M_R,Wetland,0,2,334,288,0,87,212,0,0,0,0,2
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXM_M_R,Forest,0,27,577,0,207,426,208,0,0,0,0,36
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXM_M_R,Shrubland,0,0,5,41,0,49,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXM_M_R,Bareland,0,0,268,60,12,40,88,0,0,0,0,55
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXM_M_R,Built-up,0,6,0,40,2,14,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXM_M_R,Water,0,30,303,144,151,39,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXM_M_R,Cropland,0,0,59,55,3,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXM_M_R,Permanent_ice_and_snow,0,0,20,11,3,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXM_M_R,Wetland,162,8,0,662,0,42,304,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXM_M_R,Bareland,11,0,0,97,17,9,124,0,0,0,0,74
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXM_M_R,Forest,207,126,0,0,67,225,456,0,0,0,0,131
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXM_M_R,Shrubland,37,6,0,70,2,29,67,0,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXM_M_R,Built-up,40,66,0,307,13,85,223,0,0,0,0,30
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXM_M_R,Cropland,36,22,0,54,0,0,34,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXM_M_R,Water,14,18,0,267,91,5,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXM_M_R,Grassland,0,111,0,332,65,139,271,0,0,0,0,80
