Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNQ_M_R,Wetland,380,255,0,0,67,4,200,8,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNQ_M_R,Built-up,197,57,0,5,266,0,6,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNQ_M_R,Water,442,494,0,317,209,83,0,5,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNQ_M_R,Shrubland,33,14,1,1,23,10,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNQ_M_R,Cropland,256,95,0,1,254,52,4,15,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNQ_M_R,Bareland,41,5,2,1,0,12,2,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNQ_M_R,Lichens_and_Mosses,1,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNQ_M_R,Grassland,0,0,0,145,0,0,34,0,724,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNQ_M_R,Wetland,0,0,0,0,0,0,16,0,485,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNQ_M_R,Forest,0,0,0,393,0,0,111,0,1089,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNQ_M_R,Water,0,0,0,499,0,0,0,0,746,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNQ_M_R,Shrubland,0,0,0,0,0,0,0,0,18,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNQ_M_R,Cropland,0,0,0,21,0,0,1,0,18,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNQ_M_R,Bareland,0,0,0,6,0,0,2,0,7,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNQ_M_R,Built-up,0,0,0,35,0,0,4,0,24,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNQ_M_R,Grassland,0,0,0,0,0,0,262,0,0,138,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNQ_M_R,Forest,0,0,0,0,0,0,428,0,0,308,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNQ_M_R,Shrubland,0,0,0,0,0,0,10,0,0,4,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNQ_M_R,Bareland,0,0,0,0,0,0,24,0,0,3,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNQ_M_R,Built-up,0,0,0,0,0,0,29,0,0,8,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNQ_M_R,Cropland,0,0,0,0,0,0,6,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNQ_M_R,Wetland,0,0,0,0,0,0,233,0,0,267,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNQ_M_R,Water,0,0,0,0,0,0,0,0,0,568,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNQ_M_R,Grassland,0,455,264,145,152,105,34,438,0,0,19
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNQ_M_R,Built-up,134,122,157,35,28,0,4,187,0,0,1
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNQ_M_R,Forest,620,0,310,393,207,217,111,643,0,0,34
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNQ_M_R,Cropland,128,185,0,21,15,40,1,173,0,0,2
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNQ_M_R,Bareland,62,95,102,6,0,47,2,80,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNQ_M_R,Water,303,516,193,499,180,108,0,429,0,0,5
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNQ_M_R,Wetland,76,156,17,0,28,5,16,86,0,0,1
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNQ_M_R,Shrubland,0,4,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNQ_M_R,Grassland,0,197,546,284,2,254,246,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNQ_M_R,Forest,0,0,431,473,2,441,561,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNQ_M_R,Bareland,0,23,53,0,0,123,7,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNQ_M_R,Built-up,0,13,35,2,11,0,8,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNQ_M_R,Shrubland,0,3,13,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNQ_M_R,Wetland,0,40,22,0,0,25,280,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNQ_M_R,Water,0,56,23,296,1,60,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNQ_M_R,Cropland,0,10,0,0,0,40,2,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNQ_M_R,Forest,230,0,162,127,91,0,303,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNQ_M_R,Shrubland,9,19,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNQ_M_R,Cropland,66,32,0,1,54,0,5,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNQ_M_R,Built-up,13,188,85,0,54,0,54,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNQ_M_R,Wetland,91,344,14,0,10,0,344,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNQ_M_R,Water,44,315,2,73,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNQ_M_R,Bareland,4,18,8,0,0,0,21,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNQ_M_R,Grassland,0,458,192,168,113,0,299,0,0,0,0
