Dataset,MajorityClass,Wetland,Water,Bareland,Forest,Grassland,Shrubland,Built-up,Cropland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19NDB_M_R,Bareland,0,2,0,5,13,0,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NDB_M_R,Built-up,0,1,16,24,31,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NDB_M_R,Forest,4,80,6,0,246,0,12,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NDB_M_R,Cropland,0,0,0,1,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NDB_M_R,Permanent_ice_and_snow,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDB_M_R,Grassland,2,1,20,34,0,61,10,10,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDB_M_R,Forest,165,66,24,0,201,115,14,27,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDB_M_R,Wetland,0,0,2,6,9,7,1,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDB_M_R,Bareland,1,1,0,1,4,25,6,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDB_M_R,Water,195,0,1,99,85,57,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDB_M_R,Built-up,0,0,8,8,12,30,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDB_M_R,Cropland,0,0,0,1,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDB_M_R,Permanent_ice_and_snow,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDB_M_R,Grassland,2,1,0,0,0,0,0,0,102,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDB_M_R,Shrubland,0,0,0,0,0,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDB_M_R,Wetland,0,0,0,0,0,0,0,0,25,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDB_M_R,Forest,165,66,0,0,0,0,0,0,365,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDB_M_R,Water,195,0,0,0,0,0,0,0,79,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDB_M_R,Built-up,0,0,0,0,0,0,0,0,42,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDB_M_R,Bareland,1,1,0,0,0,0,0,0,17,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDB_M_R,Grassland,0,15,0,0,0,0,0,0,0,4,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDB_M_R,Wetland,0,50,0,0,0,0,0,0,0,28,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDB_M_R,Water,0,0,0,0,0,0,0,0,0,139,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDB_M_R,Forest,0,159,0,0,0,0,0,0,0,77,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDB_M_R,Bareland,0,1,0,0,0,0,0,0,0,2,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDB_M_R,Grassland,6,13,2,31,0,0,117,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDB_M_R,Water,17,0,23,53,0,0,16,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDB_M_R,Forest,33,200,1,0,0,0,131,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDB_M_R,Wetland,0,48,7,46,0,0,9,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDB_M_R,Bareland,0,1,0,1,0,0,52,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDB_M_R,Built-up,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDB_M_R,Wetland,0,11,2,159,7,0,0,1,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDB_M_R,Water,10,0,16,280,5,0,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDB_M_R,Forest,2,5,2,0,20,0,0,26,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDB_M_R,Grassland,1,6,14,72,0,0,0,20,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDB_M_R,Built-up,0,0,4,1,0,0,0,1,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDB_M_R,Bareland,0,0,0,0,0,0,0,0,0,0,4
