Dataset,MajorityClass,Grassland,Built-up,Water,Forest,Wetland,Bareland,Cropland,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGM_M_R,Water,25,45,0,866,558,205,506,906,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGM_M_R,Cropland,53,94,10,247,11,5,0,390,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGM_M_R,Shrubland,9,8,0,64,0,16,51,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGM_M_R,Grassland,0,151,212,296,13,14,808,0,0,0,2
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGM_M_R,Bareland,0,175,76,26,3,0,202,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGM_M_R,Forest,0,351,819,0,260,2,679,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGM_M_R,Shrubland,0,96,133,119,23,2,230,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGM_M_R,Wetland,0,15,467,363,0,0,408,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGM_M_R,Water,0,75,0,338,326,23,342,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGM_M_R,Built-up,0,0,0,3,0,3,41,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGM_M_R,Cropland,0,93,6,82,0,15,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGM_M_R,Wetland,222,0,296,650,0,34,30,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGM_M_R,Forest,183,0,203,0,188,138,122,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGM_M_R,Shrubland,136,0,127,295,103,71,71,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGM_M_R,Cropland,124,0,23,151,17,168,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGM_M_R,Water,136,0,0,1043,493,93,18,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGM_M_R,Bareland,5,0,18,50,0,0,27,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGM_M_R,Built-up,6,0,3,97,0,55,54,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGM_M_R,Grassland,0,0,97,263,85,171,128,0,0,0,3
