Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZM_M_R,Wetland,0,0,0,0,0,0,0,16,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZM_M_R,Shrubland,0,0,0,0,3,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZM_M_R,Grassland,0,0,0,0,18,0,0,0,7,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZM_M_R,Wetland,0,0,0,0,29,0,0,0,26,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZM_M_R,Bareland,0,0,0,0,85,0,0,0,51,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZM_M_R,Built-up,0,0,0,0,1,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZM_M_R,Water,0,0,0,0,0,0,0,0,130,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZM_M_R,Forest,0,0,0,0,100,0,0,0,55,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZM_M_R,Cropland,0,0,0,0,16,0,0,0,15,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZM_M_R,Water,36,47,34,12,0,62,27,0,0,88,15,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZM_M_R,Bareland,40,29,0,25,9,43,32,0,0,67,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZM_M_R,Built-up,3,0,2,0,0,4,3,0,0,6,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZM_M_R,Forest,48,28,29,29,12,0,40,0,0,68,14,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZM_M_R,Grassland,0,3,4,0,0,8,2,0,0,21,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZM_M_R,Cropland,13,0,7,7,0,14,0,0,0,30,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZM_M_R,Wetland,0,0,0,0,0,3,0,0,0,13,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZM_M_R,Permanent_ice_and_snow,0,0,0,0,0,2,0,0,0,3,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZM_M_R,Water,0,0,77,2,0,53,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZM_M_R,Grassland,0,0,10,3,9,20,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZM_M_R,Wetland,0,0,29,6,16,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZM_M_R,Forest,0,0,44,21,64,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZM_M_R,Bareland,0,0,0,5,61,40,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZM_M_R,Cropland,0,0,21,7,20,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZM_M_R,Permanent_ice_and_snow,0,0,0,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZM_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZM_M_R,Wetland,7,0,11,0,15,21,15,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZM_M_R,Bareland,6,2,0,0,22,24,25,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZM_M_R,Built-up,1,0,0,0,1,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZM_M_R,Water,6,3,57,0,0,62,24,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZM_M_R,Forest,16,0,28,0,25,0,29,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZM_M_R,Grassland,0,0,5,0,5,6,9,0,0,0,0,1
