Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Forest,Water,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWH_M_R,Grassland,0,13,9,9,27,8,9,0,0,40,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWH_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWH_M_R,Grassland,0,24,7,14,31,28,44,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWH_M_R,Wetland,0,0,24,4,14,23,23,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWH_M_R,Built-up,0,0,0,0,1,1,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWH_M_R,Water,0,34,58,17,47,0,54,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWH_M_R,Forest,0,26,22,25,0,49,44,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWH_M_R,Bareland,0,3,0,15,18,41,32,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWH_M_R,Cropland,0,1,5,4,5,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWH_M_R,Water,45,5,62,0,73,0,27,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWH_M_R,Cropland,4,0,2,0,3,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWH_M_R,Wetland,25,0,17,0,38,29,18,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWH_M_R,Bareland,4,0,0,0,17,10,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWH_M_R,Built-up,4,0,0,0,4,1,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWH_M_R,Forest,27,4,17,0,0,28,22,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWH_M_R,Grassland,0,3,10,0,11,11,4,0,0,0,0
