Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCM_M_R
2553,NULL,Forest,Forest,Water,Non_Wetland,Water,Grassland,Water
2554,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2555,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2556,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2557,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2558,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2559,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2560,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2561,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
2562,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2563,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2564,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2565,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2566,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2567,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2568,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2569,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2570,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2571,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2572,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2573,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2574,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2575,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2576,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2577,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2578,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
2579,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2580,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2581,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2582,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2583,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2584,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2585,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2586,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2587,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2588,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
2589,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2590,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2591,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2592,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2593,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2594,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2595,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2596,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2597,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2598,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2599,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2600,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2601,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2602,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
2603,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
2604,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2605,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2606,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2607,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
2608,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2609,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2610,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2611,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2612,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2613,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2614,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2615,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2616,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2617,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2618,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
2619,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2620,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
2621,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2622,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2623,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2624,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2625,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2626,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2627,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2628,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2629,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2630,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2631,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2632,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2633,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2634,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2635,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2636,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2637,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2638,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2639,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2640,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2641,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2642,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2643,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2644,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2645,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2646,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2647,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2648,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
2649,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2650,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2651,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2652,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2653,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2654,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2655,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2656,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2657,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2658,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2659,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2660,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2661,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2662,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2663,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2664,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2665,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2666,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2667,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2668,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2669,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2670,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
2671,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2672,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2673,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2674,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2675,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
2676,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2677,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2678,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2679,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2680,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2681,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2682,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
2683,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2684,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
2685,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2686,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2687,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
2688,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2689,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2690,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2691,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2692,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2693,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2694,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2695,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2696,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2697,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2698,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2699,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2700,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2701,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2702,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2703,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2704,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2705,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
2706,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2707,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2708,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2709,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2710,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2711,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
2712,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2713,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2714,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2715,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2716,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2717,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2718,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2719,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2720,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2721,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2722,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
2723,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2724,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2725,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2726,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2727,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2728,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2729,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2730,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2731,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2732,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2733,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2734,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2735,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2736,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2737,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2738,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2739,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2740,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2741,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2742,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2743,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2744,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2745,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2746,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2747,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2748,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
2749,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2750,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2751,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
2752,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2753,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
2754,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2755,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2756,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2757,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2758,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
2759,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2760,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2761,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2762,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2763,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2764,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2765,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2766,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2767,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2768,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2769,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2770,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2771,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2772,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2773,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2774,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2775,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2776,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
2777,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2778,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
2779,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2780,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2781,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
2782,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Wetland,Grassland
2783,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2784,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2785,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
2786,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
2787,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
2788,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2789,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2790,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2791,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2792,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
2793,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2794,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
2795,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2796,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2797,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
2798,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2799,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2800,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2801,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2802,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
2803,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
2804,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
2805,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2806,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2807,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2808,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2809,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2810,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2811,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2812,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
2813,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
2814,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
2815,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2816,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2817,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2818,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
2819,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
2820,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2821,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2822,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2823,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2824,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2825,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
2826,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
2827,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2828,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2829,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
2830,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
2831,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
2832,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
2833,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Water
2834,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
2835,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
2836,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2837,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2838,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2839,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2840,Grassland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
2841,Grassland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
2842,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2843,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2844,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2845,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2846,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2847,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2848,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2849,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2850,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2851,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2852,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2853,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2854,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2855,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2856,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
2857,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
2858,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
2859,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2860,Grassland,NULL,Water,NULL,Water,Water,Wetland,Wetland
2861,Grassland,NULL,Water,Non_Water,Water,Cropland,Water,Grassland
2862,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2863,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2864,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2865,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2866,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2867,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2868,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2869,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2870,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
