Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCM_M_R
7104,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
7105,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7106,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7107,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7108,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7109,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
7110,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7111,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
7112,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7113,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
7114,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7115,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
7116,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
7117,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
7118,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
7119,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7120,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
7121,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7122,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7123,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7124,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
7125,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
7126,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
7127,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
7128,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
7129,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7130,Water,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
7131,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
7132,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
7133,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
7134,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
7135,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
7136,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
7137,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
7138,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
7139,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
7140,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
7141,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
7142,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
7143,Water,Bareland,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Water
7144,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
7145,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7146,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7147,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7148,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7149,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
7150,Water,Built-up,Water,NULL,Water,Water,Wetland,Forest
7151,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7152,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
7153,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7154,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7155,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7156,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7157,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
7158,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7159,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7160,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
7161,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7162,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7163,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
7164,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7165,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7166,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
7167,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
7168,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
7169,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
7170,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7171,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
7172,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
7173,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7174,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7175,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
7176,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
7177,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7178,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7179,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
7180,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
7181,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7182,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7183,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
7184,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7185,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7186,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7187,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
7188,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
7189,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7190,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
7191,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7192,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
7193,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
7194,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7195,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7196,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
7197,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
7198,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7199,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
7200,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
7201,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
7202,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Built-up
7203,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
7204,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7205,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
7206,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7207,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7208,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7209,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
7210,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7211,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7212,Water,Water,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
7213,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
7214,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Cropland
7215,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
7216,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
7217,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
7218,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
7219,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7220,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
7221,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
7222,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
7223,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7224,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
7225,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
7226,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
7227,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
7228,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7229,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
7230,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
7231,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
7232,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Built-up
7233,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
7234,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
7235,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
7236,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
7237,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7238,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7239,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
7240,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
7241,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7242,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7243,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7244,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
7245,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7246,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
7247,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
7248,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
7249,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
7250,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
7251,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
7252,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
7253,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
7254,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
7255,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
7256,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
7257,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
7258,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
7259,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
7260,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
7261,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
7262,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
7263,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
7264,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
7265,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
7266,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
7267,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
7268,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
7269,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
7270,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
7271,Water,Water,NULL,Water,Non_Wetland,Cropland,Wetland,Grassland
7272,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
7273,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
7274,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Forest
7275,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
7276,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
7277,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
7278,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
7279,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
7280,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
7281,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
7282,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
7283,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
7284,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
7285,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Bareland
7286,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
7287,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
7288,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
7289,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
7290,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
7291,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
7292,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
7293,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
7294,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
7295,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
7296,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
7297,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
7298,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
7299,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
7300,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
7301,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7302,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7303,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7304,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7305,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7306,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7307,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
7308,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7309,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7310,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
7311,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7312,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7313,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7314,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
7315,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
7316,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7317,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
7318,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7319,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7320,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7321,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7322,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7323,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
7324,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
7325,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7326,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7327,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
7328,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7329,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7330,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
7331,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
7332,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7333,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
7334,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
7335,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7336,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
7337,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7338,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
7339,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7340,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
7341,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
7342,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
7343,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7344,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7345,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7346,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
7347,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
7348,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7349,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7350,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
7351,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7352,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
7353,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7354,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7355,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7356,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
7357,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7358,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7359,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7360,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7361,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
7362,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7363,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7364,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
7365,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7366,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7367,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
7368,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
7369,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
7370,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
7371,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7372,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
7373,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
7374,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
7375,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7376,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
7377,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7378,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
7379,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7380,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7381,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7382,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7383,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
7384,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
7385,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
7386,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7387,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
7388,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7389,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7390,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7391,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7392,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7393,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
7394,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7395,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7396,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7397,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
7398,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
7399,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7400,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
7401,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
7402,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7403,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7404,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7405,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7406,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7407,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
7408,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
7409,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7410,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
7411,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
7412,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7413,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
7414,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
7415,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7416,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
7417,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
7418,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7419,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7420,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
7421,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7422,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7423,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7424,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
7425,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
7426,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
7427,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7428,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
7429,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
7430,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
7431,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
7432,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7433,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
