Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTQ_M_R,Water,0,0,0,0,0,0,0,0,0,0,105,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTQ_M_R,Forest,0,0,0,0,0,0,64,0,0,0,12,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,13,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTQ_M_R,Water,64,55,44,0,98,51,0,26,66,0,0,163
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTQ_M_R,Cropland,41,0,2,0,44,26,0,0,38,0,0,75
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTQ_M_R,Wetland,7,1,0,0,1,0,3,0,12,0,0,22
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTQ_M_R,Bareland,55,49,14,0,0,52,37,19,30,0,0,107
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTQ_M_R,Built-up,15,17,0,0,21,0,0,0,11,0,0,27
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTQ_M_R,Permanent_ice_and_snow,16,13,1,0,21,8,20,0,14,0,0,44
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTQ_M_R,Forest,48,40,10,0,37,25,15,0,0,0,0,104
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTQ_M_R,Grassland,0,25,5,0,17,12,2,0,27,0,0,53
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTQ_M_R,Grassland,0,30,9,0,22,33,28,1,19,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTQ_M_R,Bareland,0,31,8,0,0,56,56,18,10,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTQ_M_R,Built-up,0,3,0,0,8,0,1,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTQ_M_R,Forest,0,36,15,0,38,51,37,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTQ_M_R,Water,0,23,61,0,108,91,0,22,26,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTQ_M_R,Cropland,0,0,0,0,28,50,14,0,15,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTQ_M_R,Permanent_ice_and_snow,0,2,6,0,33,18,18,0,8,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTQ_M_R,Wetland,0,0,0,0,3,7,11,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTQ_M_R,Water,25,14,10,0,69,0,0,50,64,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTQ_M_R,Cropland,13,0,0,0,9,0,7,5,11,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTQ_M_R,Wetland,8,1,0,0,9,0,15,3,9,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTQ_M_R,Bareland,5,14,0,0,0,0,28,27,19,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTQ_M_R,Built-up,12,13,0,0,18,0,12,9,9,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTQ_M_R,Forest,16,15,0,0,8,0,16,8,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTQ_M_R,Grassland,0,6,1,0,9,0,7,6,7,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTQ_M_R,Permanent_ice_and_snow,0,0,0,0,9,0,9,0,4,0,0,0
