Dataset,MajorityClass,Wetland,Grassland,Bareland,Water,Forest,Shrubland,Cropland,Built-up,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21NXB_M_R,Shrubland,4,61,0,0,52,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NXB_M_R,Grassland,10,0,1,2,66,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NXB_M_R,Wetland,0,138,7,30,148,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NXB_M_R,Bareland,0,7,0,3,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NXB_M_R,Water,52,89,11,0,261,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NXB_M_R,Built-up,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NXB_M_R,Forest,26,166,0,49,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NXB_M_R,Cropland,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NXB_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXB_M_R,Grassland,55,0,0,6,88,229,8,15,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXB_M_R,Wetland,0,0,0,2,12,98,1,2,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXB_M_R,Forest,162,1,1,41,0,262,8,5,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXB_M_R,Bareland,0,1,0,0,1,12,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXB_M_R,Water,171,0,0,0,98,156,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXB_M_R,Shrubland,0,0,0,0,5,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXB_M_R,Cropland,0,0,0,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXB_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXB_M_R,Shrubland,0,0,0,0,0,0,0,0,75,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXB_M_R,Grassland,55,0,0,6,0,0,0,0,173,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXB_M_R,Wetland,0,0,0,2,0,0,0,0,113,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXB_M_R,Forest,162,0,0,41,0,0,0,0,354,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXB_M_R,Water,171,0,0,0,0,0,0,0,151,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXB_M_R,Built-up,0,0,0,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXB_M_R,Cropland,0,0,0,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXB_M_R,Bareland,0,0,0,0,0,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXB_M_R,Shrubland,0,0,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXB_M_R,Grassland,0,0,0,22,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXB_M_R,Wetland,0,0,0,68,0,0,0,0,0,30,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXB_M_R,Water,0,0,0,0,0,0,0,0,0,88,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXB_M_R,Forest,0,0,0,88,0,0,0,0,0,56,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXB_M_R,Bareland,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXB_M_R,Shrubland,0,0,0,5,20,0,3,6,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXB_M_R,Grassland,0,0,3,31,72,0,26,6,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXB_M_R,Wetland,0,0,1,87,79,0,4,5,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXB_M_R,Water,6,0,5,0,25,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXB_M_R,Forest,11,0,0,165,0,0,17,7,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXB_M_R,Cropland,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXB_M_R,Shrubland,6,37,5,2,29,0,16,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXB_M_R,Wetland,0,110,5,72,141,0,3,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXB_M_R,Forest,6,70,5,29,0,0,7,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXB_M_R,Bareland,1,1,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXB_M_R,Water,23,31,11,0,159,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXB_M_R,Grassland,9,0,13,9,30,0,9,0,0,0,4
