Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWL_M_R,Permanent_ice_and_snow,0,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWL_M_R,Water,60,8,53,53,35,0,43,0,0,0,134,18
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWL_M_R,Cropland,47,0,1,25,29,0,29,0,0,0,66,24
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWL_M_R,Wetland,11,0,0,4,4,2,8,0,0,0,22,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWL_M_R,Bareland,48,24,15,0,53,8,23,2,0,0,97,28
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWL_M_R,Built-up,13,5,1,13,0,0,8,0,0,0,19,8
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWL_M_R,Forest,47,15,8,33,26,3,0,0,0,0,87,23
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWL_M_R,Grassland,0,6,3,10,8,1,24,0,0,0,35,9
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWL_M_R,Permanent_ice_and_snow,3,2,0,5,4,0,1,0,0,0,14,4
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWL_M_R,Grassland,0,44,11,16,29,18,19,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWL_M_R,Bareland,0,40,6,0,54,54,9,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWL_M_R,Built-up,0,4,0,5,0,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWL_M_R,Forest,0,48,11,34,37,32,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWL_M_R,Water,0,44,23,33,43,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWL_M_R,Cropland,0,0,0,23,39,9,14,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWL_M_R,Wetland,0,1,0,0,7,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWL_M_R,Permanent_ice_and_snow,0,2,0,4,2,3,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWL_M_R,Water,18,10,6,52,0,0,42,10,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWL_M_R,Cropland,7,0,0,11,0,4,13,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWL_M_R,Bareland,5,12,2,0,0,22,10,11,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWL_M_R,Built-up,9,15,0,16,0,9,14,5,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWL_M_R,Forest,10,8,0,10,0,8,0,6,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWL_M_R,Wetland,4,4,0,17,0,21,15,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWL_M_R,Grassland,0,8,2,11,0,8,9,5,0,0,0,0
