Dataset,MajorityClass,Grassland,Wetland,Shrubland,Water,Forest,Bareland,Cropland,Built-up,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQH_M_R,Bareland,0,0,0,27,0,0,0,0,0,17,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQH_M_R,Built-up,0,0,0,2,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQH_M_R,Forest,0,0,0,53,0,0,0,0,0,99,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQH_M_R,Grassland,0,59,288,44,195,45,243,52,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQH_M_R,Wetland,112,0,233,48,159,41,78,14,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQH_M_R,Forest,210,82,320,63,0,57,212,23,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQH_M_R,Water,82,150,173,0,111,30,73,8,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQH_M_R,Bareland,52,7,84,2,45,0,53,19,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQH_M_R,Shrubland,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQH_M_R,Cropland,80,22,132,20,91,19,0,25,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQH_M_R,Built-up,10,0,11,0,7,4,16,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQH_M_R,Permanent_ice_and_snow,0,0,4,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQH_M_R,Grassland,0,8,0,35,98,1,446,59,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQH_M_R,Wetland,0,0,0,111,115,1,316,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQH_M_R,Forest,0,42,0,46,0,2,246,58,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQH_M_R,Shrubland,0,0,0,0,7,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQH_M_R,Water,0,109,0,0,30,3,159,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQH_M_R,Bareland,0,1,0,12,17,0,83,20,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQH_M_R,Built-up,0,0,0,0,1,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQH_M_R,Cropland,0,1,0,9,27,0,0,23,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQH_M_R,Wetland,242,0,0,156,401,245,105,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQH_M_R,Forest,49,8,0,18,0,139,55,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQH_M_R,Water,70,80,0,0,167,75,20,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQH_M_R,Shrubland,4,0,0,0,12,20,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQH_M_R,Cropland,42,17,0,25,51,53,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQH_M_R,Bareland,2,0,0,5,1,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQH_M_R,Built-up,1,0,0,0,9,7,12,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQH_M_R,Grassland,0,14,0,39,180,159,115,0,0,0,0,1
