Dataset,MajorityClass,Forest,Wetland,Grassland,Water,Bareland,Built-up,Non_Wetland,Non_Water,Shrubland,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKA_M_R,Bareland,2,3,0,3,0,23,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKA_M_R,Water,67,284,0,0,8,26,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKA_M_R,Forest,0,114,0,158,0,102,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKA_M_R,Grassland,30,16,0,6,0,41,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKA_M_R,Wetland,102,0,0,111,1,32,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKA_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKA_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKA_M_R,Forest,0,0,45,2,0,0,0,0,0,25,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKA_M_R,Wetland,408,0,69,198,1,0,0,0,0,25,0,22
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKA_M_R,Water,374,26,10,0,7,0,0,0,0,8,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKA_M_R,Grassland,88,0,0,3,0,0,0,0,0,9,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKA_M_R,Bareland,6,0,0,2,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKA_M_R,Built-up,12,0,0,3,0,0,0,0,0,0,0,0
