Dataset,MajorityClass,Non_Wetland,Water,Wetland,Grassland,Forest,Bareland,Built-up,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEB_M_R,Bareland,0,24,38,9,20,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEB_M_R,Water,0,0,150,15,52,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEB_M_R,Wetland,0,42,0,9,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEB_M_R,Forest,0,119,251,85,0,18,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEB_M_R,Built-up,0,19,29,17,22,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEB_M_R,Cropland,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEB_M_R,Permanent_ice_and_snow,0,1,4,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEB_M_R,Shrubland,0,0,6,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEB_M_R,Grassland,0,1,84,0,10,23,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEB_M_R,Bareland,0,0,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEB_M_R,Forest,0,71,247,108,0,56,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEB_M_R,Water,0,0,175,40,31,27,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEB_M_R,Wetland,0,45,0,31,5,17,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEB_M_R,Built-up,0,0,55,0,6,33,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEB_M_R,Cropland,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEB_M_R,Permanent_ice_and_snow,0,0,3,0,1,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEB_M_R,Grassland,0,5,0,0,26,0,69,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEB_M_R,Forest,0,175,8,0,0,0,124,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEB_M_R,Wetland,0,64,0,0,37,1,41,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEB_M_R,Water,0,0,0,0,18,14,24,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEB_M_R,Bareland,0,1,0,0,2,0,71,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEB_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEB_M_R,Wetland,0,21,0,15,158,5,0,0,0,1,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEB_M_R,Forest,0,3,2,21,0,0,0,0,0,15,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEB_M_R,Water,0,0,0,3,243,12,0,0,0,0,25
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEB_M_R,Grassland,0,6,2,0,46,4,0,0,0,11,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEB_M_R,Bareland,0,0,0,0,9,0,0,0,0,0,15
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEB_M_R,Built-up,0,0,0,0,4,0,0,0,0,0,11
