Dataset,MajorityClass,Forest,Wetland,Bareland,Built-up,Water,Cropland,Grassland,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZP_M_R,Bareland,3,3,0,0,0,0,26,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZP_M_R,Built-up,0,0,18,0,1,0,9,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZP_M_R,Grassland,0,42,0,0,25,0,0,0,142,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZP_M_R,Forest,0,151,0,0,64,0,0,0,288,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZP_M_R,Shrubland,0,0,0,0,0,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZP_M_R,Wetland,0,0,0,0,0,0,0,0,42,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZP_M_R,Water,0,268,0,0,0,0,0,0,90,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZP_M_R,Cropland,0,0,0,0,0,0,0,0,11,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZP_M_R,Bareland,0,26,0,0,8,0,0,0,53,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZP_M_R,Bareland,0,0,0,0,53,0,0,0,0,37,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZP_M_R,Grassland,0,0,0,0,35,0,0,0,0,24,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZP_M_R,Shrubland,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZP_M_R,Wetland,0,0,0,0,140,0,0,0,0,33,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZP_M_R,Water,0,0,0,0,0,0,0,0,0,161,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZP_M_R,Forest,0,0,0,0,124,0,0,0,0,78,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZP_M_R,Grassland,111,42,7,22,25,55,0,147,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZP_M_R,Forest,0,151,31,15,64,35,145,145,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZP_M_R,Wetland,9,0,2,0,0,4,5,14,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZP_M_R,Bareland,44,26,0,37,8,39,42,111,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZP_M_R,Water,163,268,25,12,0,17,58,125,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZP_M_R,Cropland,5,0,0,1,0,0,3,13,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZP_M_R,Built-up,0,0,0,0,0,0,1,5,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZP_M_R,Grassland,61,32,1,38,52,128,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZP_M_R,Forest,0,25,0,13,198,63,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZP_M_R,Bareland,26,32,0,10,63,21,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZP_M_R,Built-up,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZP_M_R,Wetland,33,0,45,0,74,10,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZP_M_R,Water,31,31,22,2,0,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZP_M_R,Cropland,1,0,2,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZP_M_R,Bareland,54,9,0,0,59,10,10,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZP_M_R,Forest,0,9,12,0,43,31,29,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZP_M_R,Shrubland,3,0,0,0,0,1,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZP_M_R,Wetland,124,0,27,0,37,12,10,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZP_M_R,Water,275,15,24,0,0,1,15,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZP_M_R,Grassland,144,17,22,0,57,65,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZP_M_R,Cropland,1,0,0,0,0,0,0,0,0,0,0
