Dataset,MajorityClass,Shrubland,Wetland,Bareland,Water,Forest,Built-up,Grassland,Cropland,Non_Wetland,Non_Water,Lichens_and_Mosses
AMAZON_EXTENSION_2024_WorldCover_2021_18LYR_M_R,Cropland,0,0,1,3,25,0,21,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYR_M_R,Forest,0,0,135,291,0,12,512,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYR_M_R,Grassland,0,1,0,29,0,0,0,0,137,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYR_M_R,Shrubland,0,0,0,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYR_M_R,Wetland,0,0,0,1,0,0,0,0,11,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYR_M_R,Forest,0,96,0,163,0,0,0,0,612,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYR_M_R,Cropland,0,0,0,0,0,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYR_M_R,Bareland,0,3,0,27,0,0,0,0,55,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYR_M_R,Water,0,137,0,0,0,0,0,0,222,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYR_M_R,Built-up,0,1,0,13,0,0,0,0,11,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYR_M_R,Non_Wetland,0,1,0,1,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYR_M_R,Forest,0,261,422,340,0,96,807,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYR_M_R,Grassland,0,8,123,88,9,53,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYR_M_R,Non_Water,0,0,1,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYR_M_R,Water,0,58,333,0,77,98,616,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYR_M_R,Shrubland,0,0,2,1,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYR_M_R,Cropland,0,0,19,3,0,3,24,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYR_M_R,Wetland,0,0,1,6,1,0,16,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYR_M_R,Built-up,0,5,42,16,1,0,51,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYR_M_R,Bareland,0,0,0,94,0,8,11,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYR_M_R,Grassland,0,0,0,82,0,0,0,0,0,102,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYR_M_R,Water,0,0,0,0,0,0,0,0,0,728,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYR_M_R,Forest,0,0,0,331,0,0,0,0,0,433,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYR_M_R,Bareland,0,0,0,37,0,0,0,0,0,142,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYR_M_R,Built-up,0,0,0,16,0,0,0,0,0,18,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYR_M_R,Wetland,0,0,0,7,0,0,0,0,0,18,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYR_M_R,Cropland,0,0,0,1,0,0,0,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYR_M_R,Grassland,84,1,21,29,212,44,0,83,0,0,11
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYR_M_R,Forest,181,96,146,163,0,131,313,123,0,0,76
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYR_M_R,Wetland,1,0,0,1,6,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYR_M_R,Bareland,21,3,0,27,45,34,77,8,0,0,17
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYR_M_R,Water,161,137,152,0,437,95,291,35,0,0,55
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYR_M_R,Built-up,14,1,2,13,39,0,61,20,0,0,4
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYR_M_R,Cropland,2,0,1,0,14,2,3,0,0,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYR_M_R,Grassland,0,38,7,160,123,145,0,129,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYR_M_R,Bareland,0,1,0,51,61,26,0,6,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYR_M_R,Water,0,53,162,0,226,136,0,50,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYR_M_R,Forest,0,57,13,476,0,214,0,67,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYR_M_R,Built-up,0,0,1,3,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYR_M_R,Wetland,0,0,1,17,11,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYR_M_R,Cropland,0,0,0,1,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYR_M_R,Forest,0,6,33,75,0,0,41,86,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYR_M_R,Bareland,0,0,0,1,43,0,1,20,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYR_M_R,Water,0,8,283,0,628,0,24,191,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYR_M_R,Built-up,0,0,3,12,32,0,1,17,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYR_M_R,Grassland,0,16,25,79,203,0,0,69,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYR_M_R,Wetland,0,0,1,9,20,0,0,1,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYR_M_R,Cropland,0,0,0,0,1,0,0,0,0,0,0
