Dataset,MajorityClass,Forest,Built-up,Wetland,Bareland,Water,Grassland,Non_Wetland,Non_Water,Shrubland,Cropland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHS_M_R,Grassland,94,47,34,85,14,0,0,0,62,22,2
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHS_M_R,Built-up,27,0,1,7,2,27,0,0,28,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHS_M_R,Forest,0,92,202,205,73,165,0,0,109,49,23
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHS_M_R,Wetland,62,22,0,131,40,52,0,0,52,12,3
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHS_M_R,Bareland,3,1,9,0,0,3,0,0,7,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHS_M_R,Water,141,40,332,249,0,95,0,0,89,3,3
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHS_M_R,Cropland,0,1,1,1,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHS_M_R,Grassland,85,63,72,0,32,0,0,0,0,27,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHS_M_R,Wetland,177,26,0,1,152,0,0,0,0,4,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHS_M_R,Built-up,1,0,0,0,0,0,0,0,0,2,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHS_M_R,Water,228,27,203,33,0,0,0,0,0,11,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHS_M_R,Forest,0,95,107,0,177,0,0,0,0,9,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHS_M_R,Bareland,2,16,0,0,5,0,0,0,0,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHS_M_R,Cropland,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHS_M_R,Wetland,464,0,0,4,159,166,0,0,0,31,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHS_M_R,Forest,0,0,0,0,12,40,0,0,0,24,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHS_M_R,Water,524,0,43,53,0,124,0,0,0,40,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHS_M_R,Built-up,26,0,0,0,1,1,0,0,0,12,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHS_M_R,Grassland,152,0,0,0,9,0,0,0,0,19,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHS_M_R,Bareland,7,0,0,0,0,0,0,0,0,0,0
