Dataset,MajorityClass,Forest,Wetland,Cropland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQL_M_R,Water,0,278,0,0,0,0,0,0,294,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQL_M_R,Bareland,0,22,0,0,0,26,0,0,56,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQL_M_R,Built-up,0,0,0,0,0,4,0,0,14,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQL_M_R,Cropland,0,0,0,0,0,0,0,0,15,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQL_M_R,Forest,0,232,82,113,26,101,418,19,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQL_M_R,Grassland,32,118,71,94,24,41,0,5,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQL_M_R,Shrubland,4,25,19,21,8,16,35,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQL_M_R,Bareland,5,10,13,0,19,24,67,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQL_M_R,Water,55,203,22,65,1,0,284,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQL_M_R,Wetland,9,0,12,8,1,87,82,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQL_M_R,Cropland,1,9,0,6,0,2,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQL_M_R,Built-up,2,5,4,24,0,5,50,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQL_M_R,Permanent_ice_and_snow,0,0,0,0,3,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQL_M_R,Grassland,135,48,30,22,56,11,0,449,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQL_M_R,Forest,0,111,40,55,68,44,171,516,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQL_M_R,Bareland,31,22,3,0,26,26,77,229,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQL_M_R,Water,167,278,10,32,29,0,75,576,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQL_M_R,Cropland,9,0,0,1,4,0,5,63,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQL_M_R,Wetland,23,0,0,5,1,11,9,139,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQL_M_R,Built-up,28,0,10,3,0,4,23,74,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQL_M_R,Shrubland,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQL_M_R,Permanent_ice_and_snow,6,0,1,3,2,0,4,22,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQL_M_R,Shrubland,0,0,0,0,0,13,0,0,0,9,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQL_M_R,Grassland,0,0,0,0,0,95,0,0,0,45,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQL_M_R,Water,0,0,0,0,0,0,0,0,0,223,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQL_M_R,Wetland,0,0,0,0,0,173,0,0,0,48,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQL_M_R,Bareland,0,0,0,0,0,70,0,0,0,42,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQL_M_R,Built-up,0,0,0,0,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQL_M_R,Forest,0,0,0,0,0,117,0,0,0,73,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQL_M_R,Cropland,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQL_M_R,Permanent_ice_and_snow,0,0,0,0,0,3,0,0,0,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQL_M_R,Grassland,126,22,28,12,75,99,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQL_M_R,Water,39,55,3,26,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQL_M_R,Wetland,18,0,3,2,11,122,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQL_M_R,Forest,0,61,15,11,109,216,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQL_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQL_M_R,Shrubland,2,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQL_M_R,Bareland,29,1,4,0,29,67,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQL_M_R,Cropland,3,0,0,3,5,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQL_M_R,Permanent_ice_and_snow,3,0,0,0,5,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQL_M_R,Forest,0,8,43,56,0,126,55,0,0,0,35
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQL_M_R,Wetland,96,0,4,27,0,109,24,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQL_M_R,Shrubland,5,0,0,2,0,2,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQL_M_R,Bareland,8,2,4,0,0,5,1,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQL_M_R,Water,161,120,7,170,0,0,14,0,0,0,16
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQL_M_R,Grassland,146,30,56,115,0,72,0,0,0,0,22
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQL_M_R,Built-up,19,0,8,24,0,0,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQL_M_R,Cropland,0,0,0,2,0,0,0,0,0,0,0
