Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Water,Wetland,Grassland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEJ_M_R,Built-up,18,36,1,0,4,1,25,0,0,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEJ_M_R,Cropland,32,0,1,9,1,3,24,0,0,14,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEJ_M_R,Wetland,2,1,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEJ_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEJ_M_R,Grassland,97,286,0,90,155,88,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEJ_M_R,Forest,0,106,2,107,343,26,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEJ_M_R,Bareland,12,41,0,23,56,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEJ_M_R,Water,80,103,20,23,0,44,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEJ_M_R,Wetland,12,17,0,3,29,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEJ_M_R,Built-up,1,5,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEJ_M_R,Cropland,3,0,0,9,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEJ_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEJ_M_R,Cropland,10,0,4,0,3,0,9,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEJ_M_R,Bareland,19,13,0,0,18,1,9,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEJ_M_R,Forest,0,76,10,0,62,9,51,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEJ_M_R,Water,319,15,89,0,0,4,45,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEJ_M_R,Built-up,16,9,1,0,1,0,16,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEJ_M_R,Wetland,69,3,3,0,34,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEJ_M_R,Grassland,203,104,38,0,136,42,0,0,0,0,0,21
