Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDK_M_R,Forest,0,0,0,531,0,0,148,0,1113,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDK_M_R,Bareland,0,0,0,120,0,0,45,0,43,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDK_M_R,Water,0,0,0,446,0,0,0,0,477,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDK_M_R,Cropland,0,0,0,14,0,0,4,0,205,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDK_M_R,Built-up,0,0,0,3,0,0,2,0,34,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDK_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDK_M_R,Non_Wetland,4,0,2,14,7,0,1,12,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDK_M_R,Grassland,0,73,38,211,228,6,11,321,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDK_M_R,Wetland,256,8,111,0,230,1,113,754,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDK_M_R,Water,137,2,221,327,470,3,0,763,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDK_M_R,Forest,648,86,0,482,675,18,130,1128,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDK_M_R,Bareland,56,25,1,7,0,0,4,22,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDK_M_R,Non_Water,0,0,0,0,1,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDK_M_R,Shrubland,98,17,13,79,86,6,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDK_M_R,Built-up,77,5,2,7,122,0,0,36,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDK_M_R,Cropland,371,0,15,67,294,16,5,149,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDK_M_R,Permanent_ice_and_snow,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDK_M_R,Water,0,0,0,0,0,0,0,0,0,515,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDK_M_R,Bareland,0,0,0,0,0,0,101,0,0,78,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDK_M_R,Wetland,0,0,0,0,0,0,446,0,0,258,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDK_M_R,Shrubland,0,0,0,0,0,0,50,0,0,24,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDK_M_R,Grassland,0,0,0,0,0,0,130,0,0,50,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDK_M_R,Cropland,0,0,0,0,0,0,23,0,0,17,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDK_M_R,Forest,0,0,0,0,0,0,452,0,0,307,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDK_M_R,Built-up,0,0,0,0,0,0,11,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDK_M_R,Grassland,0,456,283,101,17,85,50,596,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDK_M_R,Wetland,2,60,235,0,14,3,107,312,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDK_M_R,Bareland,5,224,38,120,0,49,45,214,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDK_M_R,Forest,234,630,0,531,71,101,148,816,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDK_M_R,Built-up,6,84,11,3,0,0,2,91,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDK_M_R,Cropland,39,0,118,14,1,31,4,291,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDK_M_R,Water,19,262,271,446,69,7,0,487,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDK_M_R,Shrubland,13,25,42,0,2,7,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDK_M_R,Permanent_ice_and_snow,0,2,1,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDK_M_R,Grassland,0,525,214,60,20,115,76,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDK_M_R,Shrubland,0,120,86,38,0,62,59,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDK_M_R,Wetland,0,156,216,0,5,26,209,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDK_M_R,Forest,0,335,0,140,4,246,500,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDK_M_R,Bareland,0,91,56,2,0,106,51,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDK_M_R,Built-up,0,9,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDK_M_R,Water,0,78,100,130,41,24,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDK_M_R,Cropland,0,0,65,0,13,47,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDK_M_R,Permanent_ice_and_snow,0,0,0,0,0,2,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDK_M_R,Wetland,254,118,687,0,32,0,234,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDK_M_R,Forest,125,98,0,20,28,0,70,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDK_M_R,Shrubland,94,70,229,41,31,0,66,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDK_M_R,Cropland,66,0,137,13,84,0,6,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDK_M_R,Bareland,18,27,56,0,0,0,12,0,0,0,15
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDK_M_R,Water,57,29,561,99,62,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDK_M_R,Built-up,5,21,27,0,4,0,2,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDK_M_R,Grassland,0,136,265,35,88,0,58,0,0,0,7
