Dataset,MajorityClass,Forest,Wetland,Built-up,Bareland,Grassland,Water,Cropland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWJ_M_R,Non_Water,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWJ_M_R,Shrubland,0,1,2,3,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWJ_M_R,Grassland,1,1,22,22,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWJ_M_R,Cropland,2,2,7,12,21,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWJ_M_R,Wetland,10,0,0,90,43,47,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWJ_M_R,Water,11,47,0,153,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWJ_M_R,Built-up,3,2,0,87,53,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWJ_M_R,Forest,0,57,18,59,139,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWJ_M_R,Bareland,0,0,0,0,6,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWJ_M_R,Permanent_ice_and_snow,0,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWJ_M_R,Bareland,0,0,0,0,0,96,0,0,103,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWJ_M_R,Wetland,0,0,0,0,0,47,0,0,86,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWJ_M_R,Grassland,0,0,0,0,0,4,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWJ_M_R,Cropland,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWJ_M_R,Built-up,0,0,0,0,0,5,0,0,13,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWJ_M_R,Water,0,0,0,0,0,0,0,0,105,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWJ_M_R,Forest,0,0,0,0,0,6,0,0,22,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWJ_M_R,Grassland,40,11,18,0,0,0,95,0,0,47,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWJ_M_R,Wetland,18,0,5,1,1,2,34,0,0,37,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWJ_M_R,Bareland,3,108,123,0,21,17,125,0,0,6,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWJ_M_R,Built-up,21,40,0,3,29,1,78,0,0,46,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWJ_M_R,Forest,0,99,48,12,63,2,139,0,0,91,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWJ_M_R,Water,23,176,33,20,10,0,56,0,0,42,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWJ_M_R,Cropland,9,0,0,0,0,0,0,0,0,11,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWJ_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWJ_M_R,Grassland,31,4,88,20,0,11,24,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWJ_M_R,Wetland,116,0,100,3,0,121,15,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWJ_M_R,Built-up,0,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWJ_M_R,Forest,0,25,121,15,0,42,47,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWJ_M_R,Bareland,17,0,86,0,0,139,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWJ_M_R,Water,10,7,49,27,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWJ_M_R,Cropland,1,0,7,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWJ_M_R,Wetland,260,0,0,9,11,52,7,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWJ_M_R,Built-up,59,0,0,8,8,11,7,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWJ_M_R,Forest,0,2,0,0,6,4,12,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWJ_M_R,Cropland,4,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWJ_M_R,Water,63,18,0,18,1,0,0,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWJ_M_R,Grassland,101,17,0,0,0,0,17,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWJ_M_R,Bareland,36,8,0,0,0,39,0,0,0,0,0,27
