Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMC_M_R,Grassland,0,80,67,76,121,7,108,298,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMC_M_R,Wetland,207,85,150,0,208,0,436,474,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMC_M_R,Bareland,128,24,9,8,0,7,50,60,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMC_M_R,Forest,586,240,0,529,642,36,579,1184,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMC_M_R,Water,196,41,225,317,594,2,0,722,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMC_M_R,Non_Water,1,1,1,0,3,0,6,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMC_M_R,Shrubland,119,11,30,66,119,6,46,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMC_M_R,Built-up,107,5,1,5,88,0,0,72,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMC_M_R,Cropland,522,0,130,97,284,40,111,384,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMC_M_R,Permanent_ice_and_snow,9,0,0,1,27,0,0,9,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMC_M_R,Shrubland,0,0,0,0,0,0,0,0,338,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMC_M_R,Wetland,0,0,0,0,0,0,64,0,753,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMC_M_R,Grassland,0,0,0,170,0,0,93,0,293,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMC_M_R,Forest,0,0,0,670,0,0,253,0,1342,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMC_M_R,Bareland,0,0,0,85,0,0,23,0,64,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMC_M_R,Water,0,0,0,561,0,0,0,0,427,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMC_M_R,Cropland,0,0,0,113,0,0,26,0,257,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMC_M_R,Built-up,0,0,0,9,0,0,3,0,9,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMC_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,12,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMC_M_R,Water,0,0,0,0,0,0,0,0,0,1264,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMC_M_R,Shrubland,0,0,0,0,0,0,68,0,0,82,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMC_M_R,Grassland,0,0,0,0,0,0,122,0,0,145,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMC_M_R,Bareland,0,0,0,0,0,0,100,0,0,109,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMC_M_R,Wetland,0,0,0,0,0,0,412,0,0,511,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMC_M_R,Forest,0,0,0,0,0,0,391,0,0,636,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMC_M_R,Cropland,0,0,0,0,0,0,86,0,0,129,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMC_M_R,Built-up,0,0,0,0,0,0,10,0,0,5,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMC_M_R,Grassland,0,593,268,170,15,56,93,462,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMC_M_R,Wetland,0,177,164,0,1,0,64,225,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMC_M_R,Bareland,1,383,49,85,0,63,23,243,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMC_M_R,Built-up,2,141,28,9,0,0,3,69,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMC_M_R,Forest,63,1178,0,670,45,90,253,892,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMC_M_R,Cropland,3,0,185,113,2,36,26,288,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMC_M_R,Water,7,709,263,561,95,50,0,487,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMC_M_R,Shrubland,4,87,42,0,8,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMC_M_R,Permanent_ice_and_snow,0,40,0,0,0,2,0,17,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMC_M_R,Grassland,0,449,185,21,1,65,55,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMC_M_R,Forest,0,483,0,288,1,165,450,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMC_M_R,Shrubland,0,140,170,32,0,48,82,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMC_M_R,Bareland,0,96,122,0,0,68,100,0,0,0,0,6
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMC_M_R,Wetland,0,82,116,0,7,41,119,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMC_M_R,Water,0,88,172,189,42,27,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMC_M_R,Built-up,0,14,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMC_M_R,Cropland,0,0,110,6,1,55,13,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMC_M_R,Permanent_ice_and_snow,0,0,26,0,0,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMC_M_R,Forest,160,113,0,110,86,0,81,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMC_M_R,Shrubland,109,86,288,80,83,0,71,0,0,0,0,45
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMC_M_R,Wetland,261,110,707,0,57,0,95,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMC_M_R,Cropland,166,0,250,21,123,0,36,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMC_M_R,Water,162,62,995,171,201,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMC_M_R,Bareland,1,27,46,5,0,0,15,0,0,0,0,40
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMC_M_R,Grassland,0,88,175,59,115,0,36,0,0,0,0,48
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMC_M_R,Built-up,0,16,71,0,14,0,3,0,0,0,0,0
