Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Wetland,Water,Grassland,Shrubland,Non_Wetland,Lichens_and_Mosses,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVG_M_R,Grassland,0,0,0,0,0,14,0,0,0,0,5,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVG_M_R,Cropland,0,0,0,0,0,5,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVG_M_R,Water,0,0,0,0,0,0,0,0,0,0,102,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVG_M_R,Bareland,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVG_M_R,Wetland,0,0,0,0,0,14,0,0,0,0,30,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVG_M_R,Forest,0,0,0,0,0,111,0,0,0,0,61,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVG_M_R,Grassland,99,429,6,70,0,49,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVG_M_R,Forest,0,397,0,128,6,286,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVG_M_R,Shrubland,19,64,0,20,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVG_M_R,Wetland,58,38,0,2,0,103,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVG_M_R,Bareland,9,102,0,58,0,18,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVG_M_R,Built-up,0,26,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVG_M_R,Water,62,59,0,9,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVG_M_R,Cropland,58,0,13,85,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVG_M_R,Permanent_ice_and_snow,0,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVG_M_R,Forest,0,142,45,0,3,23,51,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVG_M_R,Cropland,144,0,145,0,1,14,93,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVG_M_R,Shrubland,52,28,7,0,3,4,15,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVG_M_R,Wetland,159,2,0,0,0,57,12,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVG_M_R,Water,275,4,4,0,16,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVG_M_R,Grassland,141,84,58,0,5,35,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVG_M_R,Bareland,14,8,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVG_M_R,Built-up,27,20,17,0,0,0,0,0,0,0,0,0
