Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Shrubland,Cropland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFC_M_R,Built-up,0,12,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFC_M_R,Water,7,74,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFC_M_R,Wetland,5,0,0,0,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFC_M_R,Grassland,0,12,0,0,12,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFC_M_R,Shrubland,1,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFC_M_R,Bareland,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFC_M_R,Built-up,0,7,0,0,3,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFC_M_R,Forest,35,122,0,0,0,44,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFC_M_R,Water,0,61,0,0,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFC_M_R,Wetland,0,0,0,0,1,5,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFC_M_R,Shrubland,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFC_M_R,Grassland,0,0,0,0,0,7,0,0,0,2,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFC_M_R,Wetland,0,0,0,0,0,28,0,0,0,16,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFC_M_R,Bareland,0,0,0,0,0,3,0,0,0,2,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFC_M_R,Built-up,0,0,0,0,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFC_M_R,Water,0,0,0,0,0,0,0,0,0,64,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFC_M_R,Forest,0,0,0,0,0,74,0,0,0,31,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFC_M_R,Cropland,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFC_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFC_M_R,Water,0,2,2,19,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFC_M_R,Wetland,0,0,2,32,26,41,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFC_M_R,Grassland,0,1,1,9,18,8,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFC_M_R,Forest,0,5,4,46,0,72,0,0,0,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFC_M_R,Bareland,0,0,0,4,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFC_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFC_M_R,Permanent_ice_and_snow,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFC_M_R,Water,1,1,6,0,128,0,0,0,2,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFC_M_R,Forest,8,1,0,0,0,1,0,0,7,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFC_M_R,Grassland,0,2,2,0,26,0,0,0,7,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFC_M_R,Wetland,0,0,6,0,88,8,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFC_M_R,Built-up,0,0,0,0,4,0,0,0,0,0,0
