Dataset,MajorityClass,Grassland,Cropland,Built-up,Water,Forest,Bareland,Wetland,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHF_M_R,Bareland,163,0,82,184,94,0,11,130,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHF_M_R,Water,433,0,38,0,513,343,267,725,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHF_M_R,Forest,595,0,90,534,0,300,481,957,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHF_M_R,Non_Water,2,0,0,8,2,2,0,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHF_M_R,Built-up,135,0,0,56,71,131,10,148,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHF_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHF_M_R,Grassland,0,117,17,54,101,174,142,167,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHF_M_R,Non_Wetland,5,0,0,5,2,7,22,7,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHF_M_R,Wetland,83,2,0,110,25,55,0,101,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHF_M_R,Forest,682,278,40,307,0,678,696,854,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHF_M_R,Bareland,194,47,13,60,37,0,44,37,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHF_M_R,Non_Water,1,0,0,10,1,4,0,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHF_M_R,Water,279,25,26,0,384,948,537,810,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHF_M_R,Shrubland,140,31,7,60,42,123,90,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHF_M_R,Built-up,180,66,0,1,53,274,33,84,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHF_M_R,Cropland,652,0,119,61,201,507,162,287,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHF_M_R,Permanent_ice_and_snow,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHF_M_R,Wetland,0,0,0,4,0,0,0,0,210,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHF_M_R,Grassland,0,0,0,43,0,0,58,0,278,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHF_M_R,Forest,0,0,0,182,0,0,270,0,1113,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHF_M_R,Water,0,0,0,0,0,0,560,0,681,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHF_M_R,Shrubland,0,0,0,0,0,0,0,0,225,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHF_M_R,Bareland,0,0,0,74,0,0,39,0,81,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHF_M_R,Cropland,0,0,0,26,0,0,37,0,363,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHF_M_R,Built-up,0,0,0,19,0,0,0,0,43,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHF_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHF_M_R,Water,0,0,0,0,0,0,0,0,0,1507,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHF_M_R,Grassland,0,0,0,77,0,0,0,0,0,151,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHF_M_R,Bareland,0,0,0,130,0,0,0,0,0,123,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHF_M_R,Shrubland,0,0,0,95,0,0,0,0,0,128,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHF_M_R,Wetland,0,0,0,147,0,0,0,0,0,175,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHF_M_R,Cropland,0,0,0,65,0,0,0,0,0,101,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHF_M_R,Forest,0,0,0,345,0,0,0,0,0,486,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHF_M_R,Built-up,0,0,0,6,0,0,0,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHF_M_R,Grassland,0,557,128,43,326,16,58,667,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHF_M_R,Wetland,0,25,0,4,42,0,0,84,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHF_M_R,Bareland,0,477,302,74,133,0,39,438,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHF_M_R,Water,0,884,82,0,660,153,560,1158,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHF_M_R,Forest,25,995,207,182,0,46,270,1247,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHF_M_R,Cropland,3,0,232,26,319,5,37,640,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHF_M_R,Built-up,0,225,0,19,58,0,0,201,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHF_M_R,Shrubland,0,45,16,0,33,6,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHF_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHF_M_R,Grassland,0,592,136,162,233,6,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHF_M_R,Forest,0,793,412,770,0,6,23,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHF_M_R,Shrubland,0,248,71,118,103,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHF_M_R,Wetland,0,96,2,97,41,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHF_M_R,Bareland,0,348,274,116,31,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHF_M_R,Built-up,0,84,0,3,5,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHF_M_R,Water,0,343,63,0,135,14,37,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHF_M_R,Cropland,0,0,198,41,196,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHF_M_R,Forest,213,189,0,141,0,201,9,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHF_M_R,Shrubland,96,75,0,104,266,76,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHF_M_R,Cropland,239,0,0,90,287,268,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHF_M_R,Wetland,57,10,0,71,182,33,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHF_M_R,Bareland,10,65,0,41,67,0,2,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHF_M_R,Water,144,42,0,0,729,211,39,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHF_M_R,Built-up,33,117,0,25,124,145,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHF_M_R,Grassland,0,95,0,74,159,129,0,0,0,0,0
