Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNR_M_R
4089,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4090,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
4091,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
4092,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
4093,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4094,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4095,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4096,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4097,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4098,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4099,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4100,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4101,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4102,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4103,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4104,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4105,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4106,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4107,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4108,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4109,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4110,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4111,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
4112,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4113,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4114,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4115,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
4116,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4117,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4118,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4119,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4120,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4121,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
4122,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
4123,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4124,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4125,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4126,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4127,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4128,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4129,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
4130,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4131,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4132,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4133,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
4134,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4135,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4136,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4137,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
4138,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4139,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4140,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4141,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
4142,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4143,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4144,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4145,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4146,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4147,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4148,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4149,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4150,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4151,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4152,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
4153,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4154,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4155,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4156,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Wetland
4157,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4158,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
4159,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4160,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4161,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4162,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4163,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4164,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4165,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
4166,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
4167,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,NULL
4168,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4169,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4170,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Water,Grassland
4171,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Water,Wetland
4172,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
4173,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4174,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4175,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4176,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4177,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4178,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4179,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4180,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4181,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4182,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4183,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Wetland
4184,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
4185,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
4186,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4187,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4188,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
4189,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
4190,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
4191,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4192,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4193,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
4194,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
4195,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4196,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
4197,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
4198,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
4199,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Wetland
4200,Forest,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
4201,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
4202,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
4203,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4204,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4205,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4206,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4207,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4208,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4209,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
4210,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4211,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4212,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4213,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4214,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4215,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4216,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4217,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4218,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4219,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4220,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
4221,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4222,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4223,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4224,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4225,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4226,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4227,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4228,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4229,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4230,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4231,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4232,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4233,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4234,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4235,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4236,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4237,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4238,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4239,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4240,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4241,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4242,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4243,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4244,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4245,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4246,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
4247,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
4248,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4249,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
4250,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
4251,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
4252,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
4253,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
4254,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
4255,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
4256,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
4257,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
4258,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4259,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4260,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4261,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4262,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4263,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4264,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
4265,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4266,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
4267,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
4268,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
4269,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
4270,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4271,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4272,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4273,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4274,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4275,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4276,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
4277,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4278,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
4279,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4280,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4281,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
4282,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4283,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
4284,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
4285,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
4286,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
4287,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
4288,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
4289,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
4290,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
4291,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
4292,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
4293,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4294,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4295,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4296,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4297,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4298,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4299,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4300,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
4301,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
4302,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
4303,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4304,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4305,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4306,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
4307,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4308,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4309,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4310,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
4311,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
4312,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4313,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4314,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4315,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
4316,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4317,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4318,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
4319,Forest,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
4320,Forest,NULL,Wetland,Water,Wetland,Cropland,Water,Wetland
4321,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
4322,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
4323,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
4324,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
4325,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4326,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4327,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4328,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4329,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
4330,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
4331,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
4332,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
4333,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
4334,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4335,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4336,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
4337,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4338,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4339,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4340,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
4341,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4342,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4343,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
4344,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4345,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4346,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4347,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
4348,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4349,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
4350,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
4351,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4352,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
4353,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4354,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4355,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4356,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
4357,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4358,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4359,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
4360,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4361,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4362,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
4363,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
4364,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4365,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4366,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4367,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
4368,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
4369,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4370,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
4371,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4372,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4373,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
4374,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
4375,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
4376,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
4377,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
4378,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4379,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
4380,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4381,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4382,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4383,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4384,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4385,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
4386,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4387,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4388,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Water,Wetland
4389,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4390,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4391,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4392,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4393,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4394,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4395,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
4396,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
4397,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
4398,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4399,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
4400,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
4401,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
4402,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
4403,Forest,NULL,Bareland,Water,Non_Wetland,Cropland,Water,Wetland
4404,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4405,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
4406,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
4407,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4408,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4409,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4410,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4411,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4412,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4413,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4414,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4415,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4416,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4417,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4418,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4419,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
