Dataset,MajorityClass,Grassland,Cropland,Forest,Built-up,Water,Bareland,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZR_M_R,Cropland,493,0,178,102,71,322,374,104,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZR_M_R,Bareland,35,35,2,1,5,0,13,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZR_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZR_M_R,Built-up,126,34,14,0,2,163,33,10,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZR_M_R,Grassland,0,0,0,0,387,0,0,0,0,126,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZR_M_R,Wetland,0,0,0,0,628,0,0,0,0,271,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZR_M_R,Shrubland,0,0,0,0,16,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZR_M_R,Cropland,0,0,0,0,202,0,0,0,0,82,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZR_M_R,Bareland,0,0,0,0,38,0,0,0,0,38,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZR_M_R,Water,0,0,0,0,0,0,0,0,0,568,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZR_M_R,Built-up,0,0,0,0,20,0,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZR_M_R,Forest,0,0,0,0,440,0,0,0,0,181,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZR_M_R,Grassland,0,584,507,140,45,88,75,572,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZR_M_R,Wetland,51,223,520,38,108,98,0,309,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZR_M_R,Bareland,1,176,27,120,14,0,25,35,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZR_M_R,Forest,278,795,0,198,87,115,210,632,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZR_M_R,Cropland,106,0,347,203,22,41,7,390,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZR_M_R,Built-up,11,191,36,0,2,0,0,76,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZR_M_R,Water,45,504,579,78,0,166,316,266,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZR_M_R,Shrubland,5,7,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZR_M_R,Grassland,0,1022,230,185,74,0,152,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZR_M_R,Wetland,0,632,164,18,222,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZR_M_R,Bareland,0,125,12,88,9,0,15,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZR_M_R,Forest,0,944,0,247,350,0,211,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZR_M_R,Shrubland,0,44,13,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZR_M_R,Water,0,744,146,48,0,19,233,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZR_M_R,Built-up,0,91,6,0,3,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZR_M_R,Cropland,0,0,113,161,19,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZR_M_R,Water,256,69,604,0,0,33,163,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZR_M_R,Forest,243,151,0,0,126,10,28,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZR_M_R,Shrubland,21,11,53,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZR_M_R,Cropland,227,0,305,0,62,45,19,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZR_M_R,Wetland,442,102,712,0,288,42,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZR_M_R,Built-up,48,127,122,0,18,28,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZR_M_R,Bareland,8,26,58,0,16,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZR_M_R,Grassland,0,181,309,0,50,17,43,0,0,0,0,1
