Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Water,Bareland,Built-up,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYT_M_R,Water,0,0,0,0,0,0,0,0,0,492,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYT_M_R,Shrubland,0,0,0,0,3,0,0,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYT_M_R,Grassland,0,0,0,0,120,0,0,0,0,77,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYT_M_R,Forest,0,0,0,0,329,0,0,0,0,212,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYT_M_R,Wetland,0,0,0,0,62,0,0,0,0,62,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYT_M_R,Cropland,0,0,0,0,170,0,0,0,0,168,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYT_M_R,Built-up,0,0,0,0,24,0,0,0,0,16,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYT_M_R,Grassland,0,511,405,26,29,29,209,524,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYT_M_R,Wetland,6,43,98,0,3,4,7,76,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYT_M_R,Forest,322,1043,0,108,109,101,430,965,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYT_M_R,Cropland,112,0,473,20,35,41,332,566,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYT_M_R,Bareland,1,214,22,5,13,0,249,58,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYT_M_R,Built-up,25,301,110,1,11,5,0,164,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYT_M_R,Water,23,627,574,231,0,123,192,393,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYT_M_R,Shrubland,5,11,8,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYT_M_R,Grassland,0,920,193,0,50,1,236,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYT_M_R,Forest,0,1242,0,25,401,0,661,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYT_M_R,Shrubland,0,92,32,0,2,0,48,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYT_M_R,Wetland,0,148,47,0,34,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYT_M_R,Bareland,0,179,7,1,54,0,91,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYT_M_R,Built-up,0,142,18,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYT_M_R,Water,0,726,132,40,0,12,114,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYT_M_R,Cropland,0,0,174,1,37,1,251,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYT_M_R,Forest,154,263,0,22,90,27,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYT_M_R,Shrubland,29,37,96,1,4,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYT_M_R,Cropland,222,0,375,12,93,73,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYT_M_R,Wetland,30,22,182,0,43,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYT_M_R,Water,72,140,545,82,0,40,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYT_M_R,Built-up,58,223,305,0,48,46,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYT_M_R,Bareland,8,39,63,6,38,0,0,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYT_M_R,Grassland,0,194,288,14,92,34,0,0,0,0,0,2
