Dataset,MajorityClass,Grassland,Forest,Wetland,Bareland,Built-up,Water,Cropland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLP_M_R,Forest,636,0,251,201,136,104,0,629,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLP_M_R,Lichens_and_Mosses,1,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLP_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLP_M_R,Non_Wetland,2,1,12,2,0,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLP_M_R,Grassland,0,127,99,345,75,3,99,188,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLP_M_R,Wetland,97,56,0,109,0,15,0,43,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLP_M_R,Forest,637,0,491,680,178,20,56,538,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLP_M_R,Water,154,109,489,349,2,0,0,259,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLP_M_R,Built-up,137,21,4,234,0,0,3,65,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLP_M_R,Shrubland,76,22,34,76,25,5,15,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLP_M_R,Bareland,51,3,6,0,49,1,14,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLP_M_R,Cropland,400,83,32,442,84,3,0,195,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLP_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLP_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLP_M_R,Shrubland,0,0,0,0,0,0,0,0,90,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLP_M_R,Wetland,0,0,0,0,0,12,0,0,245,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLP_M_R,Grassland,0,0,81,0,0,32,0,0,236,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLP_M_R,Forest,0,0,196,0,0,124,0,0,868,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLP_M_R,Water,0,0,205,0,0,0,0,0,355,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLP_M_R,Cropland,0,0,34,0,0,13,0,0,82,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLP_M_R,Bareland,0,0,17,0,0,38,0,0,18,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLP_M_R,Built-up,0,0,7,0,0,7,0,0,7,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLP_M_R,Grassland,0,0,0,0,0,106,0,0,0,25,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLP_M_R,Shrubland,0,0,0,0,0,23,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLP_M_R,Forest,0,0,0,0,0,143,0,0,0,90,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLP_M_R,Wetland,0,0,0,0,0,88,0,0,0,59,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLP_M_R,Bareland,0,0,0,0,0,24,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLP_M_R,Water,0,0,0,0,0,0,0,0,0,160,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLP_M_R,Cropland,0,0,0,0,0,60,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLP_M_R,Built-up,0,0,0,0,0,1,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLP_M_R,Grassland,0,334,81,64,97,32,228,452,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLP_M_R,Wetland,21,78,0,23,0,12,2,67,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLP_M_R,Bareland,68,121,17,0,81,38,120,230,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLP_M_R,Forest,478,0,196,131,193,124,297,726,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLP_M_R,Cropland,202,303,34,17,98,13,0,411,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLP_M_R,Built-up,75,84,7,10,0,7,95,201,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLP_M_R,Water,96,256,205,96,10,0,40,339,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLP_M_R,Shrubland,17,23,0,5,13,0,19,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLP_M_R,Grassland,0,172,12,0,164,98,696,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLP_M_R,Forest,0,0,84,3,376,346,694,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLP_M_R,Shrubland,0,59,1,0,70,23,130,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLP_M_R,Bareland,0,43,0,0,140,18,175,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLP_M_R,Wetland,0,25,0,0,9,202,102,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLP_M_R,Built-up,0,12,0,5,0,2,42,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLP_M_R,Water,0,29,26,1,17,0,135,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLP_M_R,Cropland,0,44,0,1,32,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLP_M_R,Forest,199,0,70,110,0,144,227,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLP_M_R,Shrubland,54,118,4,30,0,44,86,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLP_M_R,Cropland,122,55,1,122,0,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLP_M_R,Wetland,68,183,0,18,0,137,38,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLP_M_R,Bareland,13,39,3,0,0,26,45,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLP_M_R,Built-up,7,147,0,48,0,7,92,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLP_M_R,Water,35,164,35,14,0,0,35,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLP_M_R,Grassland,0,256,43,115,0,140,193,0,0,0,0,5
