Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNP_M_R,Shrubland,0,0,0,0,4,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNP_M_R,Grassland,0,0,0,0,47,0,0,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNP_M_R,Cropland,0,0,0,0,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNP_M_R,Wetland,0,0,0,0,109,0,0,0,35,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNP_M_R,Bareland,0,0,0,0,81,0,0,0,16,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNP_M_R,Built-up,0,0,0,0,9,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNP_M_R,Water,0,0,0,0,0,0,0,0,124,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNP_M_R,Forest,0,0,0,0,75,0,0,0,20,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNP_M_R,Permanent_ice_and_snow,0,0,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNP_M_R,Water,65,46,9,23,0,62,23,0,0,119,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNP_M_R,Cropland,10,0,2,4,0,9,0,0,0,22,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNP_M_R,Wetland,34,0,2,1,14,37,6,0,0,54,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNP_M_R,Bareland,32,23,0,26,13,16,14,0,0,71,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNP_M_R,Built-up,3,1,3,0,0,5,4,0,0,16,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNP_M_R,Forest,46,26,7,16,12,0,28,0,0,78,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNP_M_R,Grassland,0,11,5,7,5,26,21,0,0,55,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNP_M_R,Permanent_ice_and_snow,3,0,0,1,0,1,0,0,0,16,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNP_M_R,Grassland,0,35,6,20,29,22,27,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNP_M_R,Wetland,0,0,24,8,49,17,11,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNP_M_R,Built-up,0,0,2,0,3,0,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNP_M_R,Forest,0,38,13,27,38,0,24,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNP_M_R,Water,0,83,82,13,0,26,13,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNP_M_R,Bareland,0,17,0,17,23,2,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNP_M_R,Cropland,0,1,0,8,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNP_M_R,Permanent_ice_and_snow,0,0,7,2,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNP_M_R,Water,28,37,70,0,0,54,1,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNP_M_R,Cropland,2,0,0,0,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNP_M_R,Wetland,37,0,36,0,48,43,3,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNP_M_R,Bareland,1,0,0,0,6,2,1,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNP_M_R,Built-up,6,0,4,0,4,5,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNP_M_R,Forest,24,12,11,0,18,0,6,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNP_M_R,Grassland,0,7,10,0,7,9,5,0,0,0,2
