Dataset,MajorityClass,Forest,Cropland,Built-up,Bareland,Water,Grassland,Non_Wetland,Wetland,Shrubland,Lichens_and_Mosses,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCK_M_R,Wetland,1,0,0,0,10,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCK_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCK_M_R,Built-up,6,0,0,55,3,18,0,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCK_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCK_M_R,Non_Wetland,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCK_M_R,Forest,0,0,65,247,507,758,0,12,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCK_M_R,Grassland,13,0,24,39,83,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCK_M_R,Shrubland,0,0,1,0,2,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCK_M_R,Cropland,0,0,4,3,12,17,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCK_M_R,Wetland,3,0,3,9,36,46,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCK_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCK_M_R,Bareland,0,0,7,0,236,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCK_M_R,Built-up,0,0,0,9,7,21,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCK_M_R,Water,126,0,58,151,0,435,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCK_M_R,Permanent_ice_and_snow,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCK_M_R,Grassland,150,72,22,12,13,0,0,22,59,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCK_M_R,Bareland,50,12,48,0,24,77,0,28,38,45,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCK_M_R,Water,360,90,99,185,0,256,0,278,180,67,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCK_M_R,Forest,0,160,160,178,148,284,0,220,209,105,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCK_M_R,Built-up,21,13,0,5,9,37,0,0,10,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCK_M_R,Cropland,6,0,1,1,0,2,0,0,6,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCK_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCK_M_R,Grassland,0,0,0,0,62,0,0,0,0,0,38,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCK_M_R,Cropland,0,0,0,0,5,0,0,0,0,0,6,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCK_M_R,Water,0,0,0,0,0,0,0,0,0,0,637,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCK_M_R,Wetland,0,0,0,0,44,0,0,0,0,0,36,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCK_M_R,Bareland,0,0,0,0,151,0,0,0,0,0,155,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCK_M_R,Forest,0,0,0,0,545,0,0,0,0,0,463,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCK_M_R,Built-up,0,0,0,0,14,0,0,0,0,0,8,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCK_M_R,Grassland,130,26,71,10,96,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCK_M_R,Built-up,0,2,0,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCK_M_R,Forest,0,5,80,24,425,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCK_M_R,Water,393,0,41,227,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCK_M_R,Wetland,49,0,1,11,29,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCK_M_R,Bareland,66,0,6,0,64,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCK_M_R,Cropland,3,0,3,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCK_M_R,Water,761,100,0,463,0,37,0,4,0,0,0,21
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCK_M_R,Forest,0,38,0,31,66,39,0,2,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCK_M_R,Wetland,76,7,0,12,14,7,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCK_M_R,Grassland,151,47,0,34,34,0,0,8,0,0,0,15
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCK_M_R,Bareland,36,1,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCK_M_R,Built-up,23,19,0,13,0,0,0,0,0,0,0,0
