Dataset,MajorityClass,Grassland,Bareland,Forest,Cropland,Wetland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFS_M_R,Forest,890,861,0,154,264,46,365,876,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFS_M_R,Bareland,97,0,6,28,10,10,76,34,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFS_M_R,Built-up,118,192,5,9,3,0,13,65,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFS_M_R,Non_Water,0,1,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFS_M_R,Water,381,736,160,24,196,38,0,497,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFS_M_R,Shrubland,77,59,11,22,16,5,18,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFS_M_R,Cropland,341,356,100,0,39,32,31,222,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFS_M_R,Lichens_and_Mosses,2,1,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFS_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFS_M_R,Grassland,0,0,0,0,0,0,192,0,0,83,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFS_M_R,Shrubland,0,0,0,0,0,0,27,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFS_M_R,Wetland,0,0,0,0,0,0,360,0,0,327,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFS_M_R,Bareland,0,0,0,0,0,0,131,0,0,78,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFS_M_R,Water,0,0,0,0,0,0,0,0,0,544,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFS_M_R,Cropland,0,0,0,0,0,0,13,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFS_M_R,Built-up,0,0,0,0,0,0,9,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFS_M_R,Forest,0,0,0,0,0,0,338,0,0,252,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFS_M_R,Grassland,0,140,419,264,175,127,50,595,0,0,28,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFS_M_R,Wetland,10,30,120,4,0,0,17,74,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFS_M_R,Bareland,84,0,118,154,183,80,20,263,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFS_M_R,Built-up,78,4,43,74,11,0,8,165,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFS_M_R,Forest,557,206,0,228,552,121,160,692,0,0,30,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFS_M_R,Cropland,231,45,258,0,58,58,7,316,0,0,16,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFS_M_R,Water,192,191,444,112,785,64,0,489,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFS_M_R,Shrubland,14,16,29,7,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFS_M_R,Permanent_ice_and_snow,1,0,1,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFS_M_R,Grassland,0,14,277,826,24,243,196,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFS_M_R,Forest,0,9,0,629,73,340,497,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFS_M_R,Shrubland,0,1,40,110,10,41,34,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFS_M_R,Wetland,0,46,200,169,0,47,305,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFS_M_R,Bareland,0,0,58,152,2,105,106,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFS_M_R,Built-up,0,2,1,16,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFS_M_R,Water,0,71,108,172,46,77,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFS_M_R,Cropland,0,2,43,0,0,36,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFS_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFS_M_R,Forest,117,137,0,187,31,0,93,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFS_M_R,Shrubland,37,44,141,41,28,0,39,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFS_M_R,Wetland,80,74,575,61,0,0,180,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFS_M_R,Cropland,57,95,86,0,3,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFS_M_R,Bareland,12,0,98,30,13,0,67,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFS_M_R,Water,48,123,666,25,158,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFS_M_R,Built-up,6,43,95,55,0,0,18,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFS_M_R,Grassland,0,212,439,220,75,0,165,0,0,0,0,7
