Dataset,MajorityClass,Grassland,Bareland,Forest,Wetland,Cropland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFR_M_R,Water,0,0,0,1003,0,0,0,0,414,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFR_M_R,Bareland,0,0,0,301,0,0,11,0,46,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFR_M_R,Cropland,0,0,0,15,0,0,6,0,160,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFR_M_R,Built-up,0,0,0,30,0,0,0,0,12,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,Non_Wetland,5,3,0,15,1,0,4,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,Grassland,0,312,104,166,191,34,103,366,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,Wetland,313,407,175,0,18,4,486,731,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,Water,211,460,260,190,16,19,0,739,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,Forest,767,727,0,310,191,45,387,1110,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,Bareland,78,0,20,12,43,10,134,55,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,Non_Water,0,0,0,0,0,0,1,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,Shrubland,105,82,14,36,26,12,21,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,Built-up,99,151,20,1,15,0,6,44,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,Cropland,323,244,43,63,0,26,19,147,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFR_M_R,Grassland,0,0,0,0,0,0,150,0,0,54,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFR_M_R,Water,0,0,0,0,0,0,0,0,0,654,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFR_M_R,Shrubland,0,0,0,0,0,0,50,0,0,28,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFR_M_R,Wetland,0,0,0,0,0,0,594,0,0,454,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFR_M_R,Bareland,0,0,0,0,0,0,144,0,0,103,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFR_M_R,Cropland,0,0,0,0,0,0,16,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFR_M_R,Forest,0,0,0,0,0,0,471,0,0,362,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFR_M_R,Built-up,0,0,0,0,0,0,19,0,0,7,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFR_M_R,Grassland,0,68,411,160,237,101,33,640,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFR_M_R,Wetland,17,41,170,0,4,2,44,141,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFR_M_R,Bareland,70,0,98,301,131,52,11,254,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFR_M_R,Built-up,49,4,49,30,66,0,0,155,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFR_M_R,Forest,566,151,0,842,265,98,177,813,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFR_M_R,Water,121,142,397,1003,119,14,0,556,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFR_M_R,Cropland,183,6,274,15,0,84,6,429,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFR_M_R,Shrubland,22,20,46,0,6,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFR_M_R,Grassland,0,15,282,77,622,167,146,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFR_M_R,Forest,0,39,0,257,438,322,584,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFR_M_R,Shrubland,0,2,76,53,126,65,56,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFR_M_R,Wetland,0,93,259,0,79,62,315,0,0,0,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFR_M_R,Bareland,0,0,65,8,166,69,94,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFR_M_R,Built-up,0,4,2,0,17,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFR_M_R,Water,0,119,155,172,43,52,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFR_M_R,Cropland,0,1,77,0,0,52,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFR_M_R,Wetland,222,149,762,0,76,0,276,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFR_M_R,Forest,164,204,0,50,192,0,86,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFR_M_R,Shrubland,79,76,198,48,60,0,62,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFR_M_R,Cropland,108,153,98,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFR_M_R,Bareland,4,0,36,0,19,0,17,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFR_M_R,Built-up,6,23,67,1,34,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFR_M_R,Water,55,242,664,163,30,0,0,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFR_M_R,Grassland,0,208,362,42,198,0,92,0,0,0,0,1
