Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Built-up,Water,Bareland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBC_M_R,Wetland,0,0,0,0,0,19,0,0,782,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBC_M_R,Forest,0,0,0,80,0,52,0,0,1674,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBC_M_R,Water,0,0,0,174,0,0,0,0,870,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBC_M_R,Shrubland,0,0,0,0,0,0,0,0,115,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBC_M_R,Bareland,0,0,0,1,0,6,0,0,35,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBC_M_R,Cropland,0,0,0,0,0,7,0,0,574,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBC_M_R,Built-up,0,0,0,0,0,0,0,0,136,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBC_M_R,Grassland,0,0,0,0,0,41,0,0,0,62,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBC_M_R,Shrubland,0,0,0,0,0,2,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBC_M_R,Water,0,0,0,0,0,0,0,0,0,426,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBC_M_R,Wetland,0,0,0,0,0,110,0,0,0,115,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBC_M_R,Cropland,0,0,0,0,0,23,0,0,0,28,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBC_M_R,Bareland,0,0,0,0,0,7,0,0,0,19,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBC_M_R,Built-up,0,0,0,0,0,4,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBC_M_R,Forest,0,0,0,0,0,189,0,0,0,151,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBC_M_R,Grassland,0,299,463,2,150,12,11,488,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBC_M_R,Wetland,10,260,123,0,17,19,25,196,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBC_M_R,Water,32,477,461,174,82,0,91,335,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBC_M_R,Forest,237,0,887,80,292,52,63,792,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBC_M_R,Bareland,2,11,179,1,129,6,0,65,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBC_M_R,Built-up,4,31,197,0,0,0,1,95,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBC_M_R,Shrubland,5,4,7,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBC_M_R,Cropland,43,192,0,0,181,7,2,339,0,0,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBC_M_R,Grassland,0,172,625,14,118,56,6,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBC_M_R,Forest,0,0,813,67,427,406,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBC_M_R,Shrubland,0,24,79,0,22,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBC_M_R,Wetland,0,49,210,0,16,120,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBC_M_R,Water,0,70,276,109,25,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBC_M_R,Bareland,0,10,93,0,105,18,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBC_M_R,Built-up,0,5,54,0,0,6,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBC_M_R,Cropland,0,110,0,1,142,4,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBC_M_R,Forest,122,0,201,5,0,59,36,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBC_M_R,Shrubland,29,75,28,2,0,4,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBC_M_R,Wetland,83,314,18,0,0,156,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBC_M_R,Built-up,21,145,90,2,0,9,38,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBC_M_R,Water,47,477,18,96,0,0,3,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBC_M_R,Bareland,15,65,18,3,0,18,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBC_M_R,Cropland,99,235,0,1,0,51,45,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBC_M_R,Grassland,0,244,127,20,0,65,40,0,0,0,0,1
