Dataset,MajorityClass,Grassland,Forest,Cropland,Bareland,Built-up,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGU_M_R,Bareland,7,70,0,0,36,87,43,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGU_M_R,Water,198,288,0,261,122,0,658,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGU_M_R,Forest,557,0,0,464,224,534,1009,120,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGU_M_R,Cropland,340,376,0,288,284,278,601,76,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGU_M_R,Wetland,54,24,0,26,4,229,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGU_M_R,Built-up,82,77,0,210,0,63,104,12,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGU_M_R,Permanent_ice_and_snow,0,1,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGU_M_R,Grassland,0,131,119,85,61,45,226,87,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGU_M_R,Non_Wetland,2,1,0,2,0,2,12,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGU_M_R,Forest,383,0,255,554,201,510,889,253,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGU_M_R,Wetland,20,143,10,27,0,153,0,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGU_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGU_M_R,Shrubland,9,17,3,15,2,13,29,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGU_M_R,Built-up,102,69,35,268,0,31,88,49,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGU_M_R,Cropland,353,324,0,399,200,142,373,180,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGU_M_R,Bareland,46,28,1,0,16,30,5,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGU_M_R,Water,55,481,80,503,54,0,531,18,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGU_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGU_M_R,Grassland,0,0,0,0,0,20,42,0,522,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGU_M_R,Wetland,0,0,0,0,0,8,0,0,621,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGU_M_R,Forest,0,0,0,0,0,159,284,0,1815,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGU_M_R,Shrubland,0,0,0,0,0,0,0,0,81,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGU_M_R,Built-up,0,0,0,0,0,6,3,0,183,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGU_M_R,Water,0,0,0,0,0,0,418,0,908,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGU_M_R,Cropland,0,0,0,0,0,35,77,0,937,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGU_M_R,Bareland,0,0,0,0,0,19,16,0,48,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGU_M_R,Water,0,0,0,0,0,0,0,0,0,953,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGU_M_R,Shrubland,0,0,0,0,0,1,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGU_M_R,Grassland,0,0,0,0,0,49,0,0,0,70,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGU_M_R,Cropland,0,0,0,0,0,158,0,0,0,149,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGU_M_R,Bareland,0,0,0,0,0,67,0,0,0,59,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGU_M_R,Wetland,0,0,0,0,0,76,0,0,0,261,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGU_M_R,Forest,0,0,0,0,0,372,0,0,0,456,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGU_M_R,Built-up,0,0,0,0,0,20,0,0,0,11,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGU_M_R,Grassland,0,269,515,66,133,20,42,451,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGU_M_R,Wetland,2,127,86,33,4,8,0,197,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGU_M_R,Bareland,0,43,296,0,273,19,16,119,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGU_M_R,Forest,137,0,979,314,347,159,284,1027,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGU_M_R,Cropland,40,323,0,78,237,35,77,605,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGU_M_R,Built-up,5,94,289,13,0,6,3,214,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGU_M_R,Water,44,440,666,416,201,0,418,573,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGU_M_R,Shrubland,0,1,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGU_M_R,Permanent_ice_and_snow,0,1,3,0,1,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGU_M_R,Grassland,0,196,691,0,206,71,22,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGU_M_R,Wetland,0,98,468,0,48,151,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGU_M_R,Bareland,0,56,175,0,151,59,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGU_M_R,Built-up,0,42,151,8,0,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGU_M_R,Forest,0,0,1254,8,584,620,62,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGU_M_R,Shrubland,0,17,62,0,20,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGU_M_R,Water,0,226,1060,41,168,0,41,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGU_M_R,Cropland,0,168,0,1,231,45,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGU_M_R,Permanent_ice_and_snow,0,0,1,0,3,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGU_M_R,Forest,233,0,218,54,0,198,30,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGU_M_R,Cropland,310,339,0,60,0,150,20,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGU_M_R,Wetland,127,348,61,8,0,166,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGU_M_R,Shrubland,11,55,16,6,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGU_M_R,Built-up,100,273,171,73,0,55,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGU_M_R,Bareland,20,78,28,0,0,76,0,0,0,0,0,15
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGU_M_R,Water,73,772,127,36,0,0,79,0,0,0,0,15
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGU_M_R,Grassland,0,198,93,6,0,43,9,0,0,0,0,0
