Dataset,MajorityClass,Forest,Bareland,Built-up,Wetland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRU_M_R,Forest,0,9,0,519,215,283,13,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRU_M_R,Wetland,20,0,0,0,133,72,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRU_M_R,Cropland,4,0,0,3,0,18,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRU_M_R,Lichens_and_Mosses,1,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRU_M_R,Built-up,2,0,0,13,4,17,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRU_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRU_M_R,Grassland,4,39,0,91,13,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRU_M_R,Non_Wetland,0,2,0,5,1,3,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRU_M_R,Forest,0,91,0,337,216,312,53,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRU_M_R,Wetland,11,15,0,0,129,76,6,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRU_M_R,Shrubland,0,5,0,4,1,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRU_M_R,Cropland,0,3,0,5,0,15,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRU_M_R,Lichens_and_Mosses,0,1,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRU_M_R,Bareland,0,0,0,7,5,15,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRU_M_R,Water,25,13,0,242,0,68,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRU_M_R,Built-up,0,17,0,7,1,10,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRU_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRU_M_R,Grassland,0,0,0,23,6,0,0,167,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRU_M_R,Wetland,0,0,0,0,22,0,0,174,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRU_M_R,Forest,0,0,0,162,60,0,0,694,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRU_M_R,Shrubland,0,0,0,0,0,0,0,15,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRU_M_R,Water,0,0,0,195,0,0,0,319,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRU_M_R,Cropland,0,0,0,0,0,0,0,8,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRU_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRU_M_R,Bareland,0,0,0,2,0,0,0,20,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRU_M_R,Built-up,0,0,0,0,0,0,0,18,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRU_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRU_M_R,Grassland,0,0,0,0,56,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRU_M_R,Wetland,0,0,0,0,164,0,0,0,78,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRU_M_R,Water,0,0,0,0,0,0,0,0,130,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRU_M_R,Bareland,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRU_M_R,Forest,0,0,0,0,198,0,0,0,83,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRU_M_R,Forest,0,165,88,162,60,130,147,0,0,57,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRU_M_R,Grassland,55,35,39,23,6,0,68,0,0,53,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRU_M_R,Wetland,15,58,11,0,22,24,27,0,0,5,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRU_M_R,Water,95,131,58,195,0,86,48,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRU_M_R,Built-up,1,1,0,0,0,0,1,0,0,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRU_M_R,Cropland,2,0,1,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRU_M_R,Bareland,1,0,2,2,0,1,2,0,0,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRU_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRU_M_R,Grassland,53,4,31,9,23,0,0,0,0,62,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRU_M_R,Forest,0,2,43,49,267,0,0,0,0,21,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRU_M_R,Bareland,1,0,0,1,2,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRU_M_R,Water,70,22,4,73,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRU_M_R,Wetland,94,8,24,0,120,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRU_M_R,Cropland,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRU_M_R,Forest,0,14,0,3,14,13,0,0,0,10,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRU_M_R,Water,405,17,0,13,0,8,0,0,0,1,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRU_M_R,Wetland,339,18,0,0,77,13,0,0,0,2,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRU_M_R,Grassland,118,35,0,4,29,0,0,0,0,20,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRU_M_R,Cropland,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRU_M_R,Shrubland,3,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRU_M_R,Bareland,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRU_M_R,Built-up,5,0,0,0,0,0,0,0,0,0,0,0
