Dataset,MajorityClass,Cropland,Forest,Built-up,Bareland,Water,Wetland,Grassland,Non_Wetland,Shrubland,Lichens_and_Mosses,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEB_M_R,Wetland,0,48,0,37,306,0,18,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEB_M_R,Bareland,0,1,17,0,101,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEB_M_R,Built-up,0,22,0,122,101,28,74,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEB_M_R,Grassland,0,0,0,0,42,39,0,379,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEB_M_R,Wetland,0,0,0,0,52,0,0,966,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEB_M_R,Water,0,0,0,0,0,390,0,1049,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEB_M_R,Shrubland,0,0,0,0,0,0,0,17,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEB_M_R,Bareland,0,0,0,0,9,5,0,43,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEB_M_R,Cropland,0,0,0,0,75,58,0,657,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEB_M_R,Built-up,0,0,0,0,16,6,0,93,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEB_M_R,Forest,0,0,0,0,134,194,0,1483,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEB_M_R,Grassland,126,85,39,24,60,200,0,0,12,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEB_M_R,Non_Wetland,1,1,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEB_M_R,Shrubland,9,2,0,4,0,9,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEB_M_R,Cropland,0,122,182,211,158,216,254,0,18,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEB_M_R,Built-up,86,35,0,177,2,40,57,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEB_M_R,Forest,227,0,72,80,348,624,148,0,15,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEB_M_R,Wetland,34,113,1,51,284,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEB_M_R,Water,228,343,74,284,0,633,26,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEB_M_R,Bareland,28,8,11,0,3,4,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEB_M_R,Grassland,436,255,119,43,42,39,0,0,265,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEB_M_R,Wetland,185,315,34,69,52,0,9,0,166,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEB_M_R,Forest,703,0,162,196,134,194,137,0,390,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEB_M_R,Cropland,0,268,304,66,75,58,50,0,288,16,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEB_M_R,Bareland,131,21,152,0,9,5,0,0,41,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEB_M_R,Built-up,247,44,0,6,16,6,11,0,84,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEB_M_R,Water,768,630,269,328,0,390,57,0,260,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEB_M_R,Shrubland,0,0,0,0,0,0,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEB_M_R,Cropland,0,0,0,0,157,0,0,0,0,0,257,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEB_M_R,Grassland,0,0,0,0,64,0,0,0,0,0,134,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEB_M_R,Bareland,0,0,0,0,18,0,0,0,0,0,41,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEB_M_R,Wetland,0,0,0,0,241,0,0,0,0,0,272,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEB_M_R,Water,0,0,0,0,0,0,0,0,0,0,1151,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEB_M_R,Built-up,0,0,0,0,34,0,0,0,0,0,66,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEB_M_R,Forest,0,0,0,0,347,0,0,0,0,0,403,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEB_M_R,Grassland,668,148,147,0,79,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEB_M_R,Bareland,153,0,100,0,6,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEB_M_R,Built-up,130,10,0,1,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEB_M_R,Forest,816,0,311,0,386,158,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEB_M_R,Wetland,596,217,52,0,229,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEB_M_R,Water,1225,344,259,20,0,117,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEB_M_R,Shrubland,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEB_M_R,Cropland,0,83,189,3,32,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEB_M_R,Cropland,0,345,0,78,173,112,267,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEB_M_R,Wetland,30,411,0,2,183,0,106,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEB_M_R,Forest,74,0,0,22,168,133,134,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEB_M_R,Water,87,759,0,26,0,399,199,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEB_M_R,Built-up,132,155,0,64,84,23,72,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEB_M_R,Grassland,63,150,0,9,46,27,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEB_M_R,Bareland,7,19,0,0,16,31,0,0,0,0,0,0
