Dataset,MajorityClass,Grassland,Forest,Wetland,Bareland,Built-up,Cropland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYN_M_R,Cropland,49,2,27,41,94,0,39,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYN_M_R,Permanent_ice_and_snow,4,1,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYN_M_R,Wetland,0,0,0,0,0,0,24,0,694,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYN_M_R,Grassland,0,0,55,0,0,0,4,0,374,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYN_M_R,Bareland,0,0,112,0,0,0,32,0,137,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYN_M_R,Water,0,0,330,0,0,0,0,0,292,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYN_M_R,Shrubland,0,0,0,0,0,0,0,0,26,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYN_M_R,Built-up,0,0,114,0,0,0,22,0,312,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYN_M_R,Cropland,0,0,5,0,0,0,0,0,148,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYN_M_R,Forest,0,0,179,0,0,0,7,0,643,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYN_M_R,Non_Wetland,6,1,4,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYN_M_R,Wetland,395,120,0,231,36,0,68,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYN_M_R,Bareland,127,3,0,0,55,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYN_M_R,Built-up,286,21,31,116,0,0,19,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYN_M_R,Forest,511,0,124,41,81,1,0,15,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYN_M_R,Grassland,0,42,7,20,57,3,0,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYN_M_R,Shrubland,21,1,3,9,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYN_M_R,Cropland,162,11,7,39,35,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYN_M_R,Water,91,35,116,149,46,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYN_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYN_M_R,Bareland,0,0,0,0,0,0,138,0,0,68,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYN_M_R,Shrubland,0,0,0,0,0,0,6,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYN_M_R,Grassland,0,0,0,0,0,0,26,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYN_M_R,Wetland,0,0,0,0,0,0,272,0,0,213,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYN_M_R,Built-up,0,0,0,0,0,0,106,0,0,41,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYN_M_R,Cropland,0,0,0,0,0,0,8,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYN_M_R,Forest,0,0,0,0,0,0,39,0,0,17,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYN_M_R,Water,0,0,0,0,0,0,0,0,0,178,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYN_M_R,Grassland,0,179,55,22,124,219,4,211,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYN_M_R,Wetland,46,129,0,39,109,90,24,140,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYN_M_R,Bareland,24,37,126,0,226,264,36,109,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYN_M_R,Built-up,95,109,118,27,0,188,24,175,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYN_M_R,Forest,185,0,179,35,152,207,7,218,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYN_M_R,Water,32,95,346,78,159,123,0,128,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYN_M_R,Cropland,16,45,5,1,26,0,0,55,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYN_M_R,Permanent_ice_and_snow,0,0,0,0,3,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYN_M_R,Grassland,0,139,57,14,269,207,57,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYN_M_R,Wetland,0,299,0,18,360,227,280,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYN_M_R,Bareland,0,45,30,0,136,41,95,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYN_M_R,Built-up,0,24,5,17,0,22,10,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYN_M_R,Forest,0,0,48,6,295,158,47,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYN_M_R,Water,0,21,65,40,226,35,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYN_M_R,Cropland,0,12,5,4,52,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYN_M_R,Shrubland,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYN_M_R,Permanent_ice_and_snow,0,0,0,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYN_M_R,Wetland,109,436,0,41,0,162,196,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYN_M_R,Forest,50,0,17,39,0,96,9,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYN_M_R,Cropland,2,15,2,6,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYN_M_R,Built-up,39,194,16,133,0,127,82,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYN_M_R,Water,3,46,86,39,0,21,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYN_M_R,Grassland,0,201,70,82,0,134,39,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYN_M_R,Bareland,0,25,29,0,0,5,50,0,0,0,0,16
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYN_M_R,Shrubland,0,5,0,0,0,0,0,0,0,0,0,0
